,Date,text
12928,2022-02-21 19:00:01+00:00,Guy Benson calls out teachers union boss over mask mandates: Where'd she get her medical degree? http
12929,2022-02-21 18:55:00+00:00,Evangeline Lilly urges Justin Trudeau to speak with protesting Canadian truckers http
12930,2022-02-21 18:50:00+00:00,"Canadian protester's truck seized, bank accounts frozen over connection to Freedom Convoy http"
12931,2022-02-21 18:46:44+00:00,"300 cars converge in an organized attempt to take over Virginia city, police say http"
12932,2022-02-21 18:30:00+00:00,Arizona Border Patrol agent saves abandoned baby nearly run over by ATV http
12933,2022-02-21 18:20:00+00:00,"Small child, 2 adults found shot to death inside Detroit home http"
12934,2022-02-21 18:10:00+00:00,Garland expected to roll back elements of DOJ program to combat Chinese spying http
12935,2022-02-21 18:00:02+00:00,Dem strategist to WaPo: Education issue going to get our 'clocks cleaned' in November http
12936,2022-02-21 17:50:00+00:00,"DC trucker convoy plans on shutting down Capital Beltway, organizer says: 'Giant boa constrictor' http"
12937,2022-02-21 17:40:00+00:00,"Ottawa police called 'tyrants,' 'criminals' after threatening Freedom Convoy truckers http"
12938,2022-02-21 17:35:00+00:00,Christie Brinkley speaks out against ageism: It ‘gnaws away at one’s confidence’ http
12939,2022-02-21 17:30:00+00:00,Rachel Maddow’s extended break continues to hurt MSNBC as fill-in Alex Wagner sheds 21% of pre-hiatus viewers http
12940,2022-02-21 17:25:00+00:00,2024 Watch: Pompeo back to Iowa Wednesday for inaugural panel on America’s world standing http
12941,2022-02-21 17:20:00+00:00,Tom Cotton on 'America's Newsroom': Putin believes 'now is the time' to go for 'jugular' in Ukraine http
12942,2022-02-21 17:15:00+00:00,Presidents Day forecast: Another round of wintry weather is here http
12943,2022-02-21 17:00:02+00:00,Left-wing Green group that targeted Keystone pipeline plagued by accusations of 'white supremacy culture' http
12944,2022-02-21 16:50:00+00:00,"Gorbachev's interpreter reacts to Russia-Ukraine crisis, escalations in tension since Cold War's end http"
12945,2022-02-21 16:40:00+00:00,"Princess Charlene of Monaco ‘is doing much better’ amid her recovery, Prince Albert says http"
12946,2022-02-21 16:30:00+00:00,"Georgia man accused of stabbing police officer indicted for killing firefighter, wife http"
12947,2022-02-21 16:20:00+00:00,Oakland couple assaulted in brazen daytime robbery outside Little Saigon business http
12948,2022-02-21 16:10:00+00:00,GOP lawmaker says US should offer asylum to Canadian truckers after Trudeau's 'heavy-handed crackdown' http
12949,2022-02-21 16:00:01+00:00,"Schumer, Durbin, and Whitehouse voted against vast majority of Trump minority appeals court nominees http"
12950,2022-02-21 15:40:00+00:00,Lt. Gen. Keith Kellogg: Biden offering Putin a summit is 'absolute folly' http
12951,2022-02-21 15:40:00+00:00,"CPAC to kick off under banner of 'Awake not Woke,' serve as 'starting gun' for Republicans ahead of midterms http"
12952,2022-02-21 15:30:00+00:00,NASCAR Daytona 500 winner Austin Cindric talks 'intense' wire-to-wire finish http
12953,2022-02-21 15:20:00+00:00,"‘White Lotus’ star Alexandra Daddario’s home targeted by Colorado man with gun, leads to arrest http"
12954,2022-02-21 15:10:00+00:00,Dr. Saphier blasts Atlantic piece arguing mask mandates 'don't need to make sense': 'Absolutely wrong' http
12955,2022-02-21 15:00:03+00:00,Bubba Wallace is 'p-----' about coming in second at the Daytona 500 http
12956,2022-02-21 14:50:00+00:00,"Security guard shot, killed in Georgia; search for 5 suspects continues http"
12957,2022-02-21 14:40:00+00:00,Washington Post blasted over claim that completely switching to renewable energy could avoid blackouts http
12958,2022-02-21 14:30:00+00:00,LeBron James seen trying to keep it together during Macy Gray's national anthem performance http
12959,2022-02-21 14:10:00+00:00,NBC reporter compares 'anti-racism work' unpopularity to Martin Luther King http
12960,2022-02-21 14:00:01+00:00,Guardian of Chicago teen shot 24 times says Mayor Lori Lightfoot must go: 'We need someone who cares' http
12961,2022-02-21 13:50:00+00:00,NBA All-Star Game: LeBron James hits game-winner in Cleveland http
12962,2022-02-21 13:30:00+00:00,Canadian authorities probe leaked messages of police allegedly celebrating injuring protestors http
12963,2022-02-21 13:20:00+00:00,"BWW's new car is a $350,000 work of art http"
12964,2022-02-21 13:10:00+00:00,Rooftop Revelations: Shelby Steele and Pastor Brooks discuss true black power http
12965,2022-02-21 13:07:27+00:00,"Michigan's Juwan Howard explains postgame skirmish, AD condemns actions http"
12966,2022-02-21 12:50:00+00:00,Steve Hilton: Putin can smell Biden's weakness a mile off http
12967,2022-02-21 12:40:00+00:00,Olympic gold medalist Alex Hall 'glad' he competed for US: 'I wouldn’t change it for a thing' http
12968,2022-02-21 12:30:00+00:00,Binghamton University slaps down professor's 'progressive stacking' section of syllabus for 'non-white folks' http
12969,2022-02-21 12:20:00+00:00,"Florida resident returns home to find 3 people, 2 dogs dead: police http"
12970,2022-02-21 12:10:00+00:00,Presidents Day: How US leaders fared in the sporting arena http
12971,2022-02-21 12:00:00+00:00,"Homicides, rapes in Atlanta soar despite other decreasing violent crime: 'Feels like ""Groundhog Day""' http"
12972,2022-02-21 11:50:00+00:00,Hugh Hefner accusations: Can Playboy withstand the backlash? Brand experts weigh in http
12973,2022-02-21 11:45:00+00:00,'NOT AN EXAGGERATION': Team USA World Masters track athlete and her daughter speak out against unfair competition with transgender women. http
12974,2022-02-21 11:30:00+00:00,"New Orleans police officer joins Mardi Gras crowd to dance
http"
12975,2022-02-21 11:20:00+00:00,Critical race theory-related ideas found in mandatory programs at 23 of top 25 US medical schools: report http
12976,2022-02-21 11:15:00+00:00,"'BLINDED BY IDEOLOGY': Radio host slams Biden's 'homelessness czar' Jeff Olivet, says taking a 'woke approach' to the homeless crisis will only worsen it. http http"
12977,2022-02-21 11:10:00+00:00,"Florida man allegedly found choking wife shot dead by police, officials say http"
12978,2022-02-21 11:00:00+00:00,"SUMMIT SHOWDOWN: Biden agrees to speak with Putin under several conditions in a meeting brokered by another country
http"
12979,2022-02-21 10:45:00+00:00,"NYC man who randomly punched 4-year-old in Times Square taken down by mom: Police
http"
12980,2022-02-21 10:37:50+00:00,Canada Freedom Convoy: Nearly 100 vehicles towed amid Ottawa police crackdown http
12981,2022-02-21 10:30:00+00:00,"Online outrage as school board member confronted by maskless photo storms out of meeting 
http"
12982,2022-02-21 10:15:00+00:00,"Florida woman allegedly stabbed husband 140 times, fractured skull with meat cleaver: police said
http"
12983,2022-02-21 10:00:02+00:00,New Orleans police officer joins Mardi Gras crowd to dance. http http
12984,2022-02-21 09:45:00+00:00,"Beijing Olympics a ‘complete failure’ for the international community: Democratic strategist
http"
12985,2022-02-21 09:30:01+00:00,"Florida resident returns home to find 3 people, 2 dogs dead: police
http"
12986,2022-02-21 09:15:00+00:00,"Presidents' Day: How US leaders fared in the sporting arena
http"
12987,2022-02-21 09:00:02+00:00,"Homicides, rapes in Atlanta soar despite other decreasing violent crime: 'Feels like ""Groundhog Day""'
http"
12988,2022-02-21 08:45:00+00:00,"White House won't say if Lia Thomas' dominance changes Biden's position on trans athletes in girls' sports
http"
12989,2022-02-21 08:30:00+00:00,"OPINION: Biden's homelessness czar will only worsen nation's crisis
http"
12990,2022-02-21 08:15:00+00:00,"Hugh Hefner accusations: Can Playboy withstand the backlash? Brand experts weigh in
http"
12991,2022-02-21 08:00:01+00:00,"Presidents' Day: Great advice from great US presidents for modern-day America
http"
12992,2022-02-21 07:45:00+00:00,"Critical race theory-related ideas found in mandatory programs at 23 of top 25 US medical schools: report
http"
12993,2022-02-21 07:30:00+00:00,"Florida man allegedly found choking wife shot dead by police, officials say
http"
12994,2022-02-21 07:15:00+00:00,"Gowdy: Ask yourself this 'simple but uncomfortable' question on Presidents' Day
http"
12995,2022-02-21 07:00:00+00:00,"California dog reunited with family after being missing for 12 years
http"
12996,2022-02-21 06:45:00+00:00,"Mississippi: 6-year-old shot and killed during drive-by, police say
http"
12997,2022-02-21 06:15:00+00:00,PATRIOTIC PERFORMANCE:  Air Force Thunderbirds fly high above the track before the NASCAR Cup Series 64th annual Daytona 500. http
12998,2022-02-21 06:00:00+00:00,"Indiana police cleared of wrongdoing in shooting that left 37-year-old man dead
http"
12999,2022-02-21 05:45:00+00:00,"Seattle Police Department struggling to hire new officers amid surging crime
http"
13000,2022-02-21 05:15:00+00:00,"'TYRANT' TRUDEAU: European Parliament member went on to say we have to ensure elected officials understand they work for the people, ‘not to behave like masters of slaves.’ http http"
13001,2022-02-21 05:00:00+00:00,MAKING MONEY MOVES: The latest figures are another indicator that Trump remains the most popular and influential politician in the GOP. http http
13002,2022-02-21 04:30:00+00:00,"Ukrainian Foreign Minister pushes back on Russian demands, says 'Ukraine is seeking membership in NATO'
http"
13003,2022-02-21 04:15:00+00:00,NEED FOR SPEED: Fox Nation-sponsored car races into the top 15 at Daytona 500. http http
13004,2022-02-21 04:00:00+00:00,"VP Harris says sanctions would absolutely deter Putin, despite saying he made up his mind on invading Ukraine http http"
13005,2022-02-21 03:45:00+00:00,"Bills' Josh Allen has 'potential' to surpass Jim Kelly as greatest QB in franchise history, former player says
http"
13006,2022-02-21 03:30:00+00:00,"BLM co-founder to speak at event with LA students seeking to defund school police
http"
13007,2022-02-21 03:15:00+00:00,"Finnish skier suffers frozen penis during event at Beijing Olympics
http"
13008,2022-02-21 03:00:00+00:00,"Climate scientist tells Joe Rogan he refuses to debate dissenters on climate change
http"
13009,2022-02-21 02:50:00+00:00,"Democrat US House candidate under fire for alleged boozy, profanity-laced tirade at pre-teen slumber party
http"
13010,2022-02-21 02:45:00+00:00,"Jim Clyburn: Partisan votes are 'not what this country is about'
http"
13011,2022-02-21 02:40:00+00:00,"Beijing Olympics a ‘complete failure’ for the international community: Democratic strategist
http"
13012,2022-02-21 02:35:00+00:00,"Landon Cassill scores 15th place Daytona 500 finish for Fox Nation-sponsored car
http"
13013,2022-02-21 02:30:00+00:00,Co-founder of San Francisco recall campaign says on CNN vote was about 'incompetence' http
13014,2022-02-21 02:25:00+00:00,"Trump hauls in over $7 million in January, with nearly $124 million in his coffers
http"
13015,2022-02-21 02:20:00+00:00,"New Orleans police officer joins Mardi Gras crowd to dance
http"
13016,2022-02-21 02:10:00+00:00,"MLB lockout talks resume in Florida as openers threatened
http"
13017,2022-02-21 02:05:00+00:00,"BREAKING NEWS: Biden agrees to speak with Putin but only under several conditions
http"
13018,2022-02-21 02:00:01+00:00,NYC man who randomly punched 4-year-old in Times Square taken down by mom: Police http
13019,2022-02-21 01:55:00+00:00,"Michigan coach Juwan Howard appears to throw punch at Wisconsin assistant, brawl breaks out between players
http"
13020,2022-02-21 01:50:00+00:00,"Atlantic piece ridiculed for arguing mask mandates 'don't need to make sense'
http"
13021,2022-02-21 01:40:00+00:00,"NASCAR: Harrison Burton gets flipped in his first Daytona 500
http"
13022,2022-02-21 01:30:00+00:00,Online outrage as school board member confronted by maskless photo storms out of meeting http
13023,2022-02-21 01:11:00+00:00,Capitol fence to be reinstalled ahead of Biden’s State of the Union address http
13024,2022-02-21 01:05:00+00:00,"VP Harris says sanctions would absolutely deter Putin, despite saying he made up his mind on invading Ukraine
http"
13025,2022-02-21 00:54:00+00:00,California high school official says racist graffiti not a hate crime: 'Prank that went sideways' http
13026,2022-02-21 00:40:00+00:00,"Ontario police watchdog opens investigation into woman reportedly trampled by mounted officer
http"
13027,2022-02-21 00:35:00+00:00,"Housing data, AT&amp;T 3G shutdown, Macy's earnings top week ahead http"
13028,2022-02-21 00:30:00+00:00,"Michigan professor who wore space helmet in profanity-laced video assigned Osama bin Laden Nobel Prize paper
http"
13029,2022-02-21 00:20:00+00:00,"Eric Weddle unretires to help lead Rams to Super Bowl title, returns to high school football as head coach
http"
13030,2022-02-21 00:06:00+00:00,Blinken responds to Zelenskyy’s plea: No sanctions until ‘bombs are actually dropping' http
13031,2022-02-21 00:01:00+00:00,OPINION: Field notes of an American alcoholic in rehab http
13032,2022-02-20 23:55:00+00:00,"WHIPLASH ON WORLD STAGE: The president was set to travel to Delaware as the crisis between Ukraine and Russia escalated, but opted to stay in Washington. http http"
13033,2022-02-20 23:52:47+00:00,"BREAKING NEWS: Austin Cindric wins his first Daytona 500
http"
13034,2022-02-20 23:50:00+00:00,"OPINION: Biden, Dems fueling inflation and it's hurting working-class Americans http"
13035,2022-02-20 23:45:00+00:00,NASCAR: FOX Corporation CEO Lachlan Murdoch waves the green flag to start the Daytona 500 http
13036,2022-02-20 23:40:00+00:00,See it: NASCAR driver 'blessed' to survive fiery airborne crash at Daytona http
13037,2022-02-20 23:35:00+00:00,CDC lowers early childhood speech milestones http
13038,2022-02-20 23:25:00+00:00,"LOGGING IN: 'TRUTH Social' has already welcomed a number of prominent users, including Fox News' @user and @user http http"
13039,2022-02-20 23:20:00+00:00,"Baltimore prosecutor Marilyn Mosby alleges indictment against her racially, politically motivated http"
13040,2022-02-20 23:15:00+00:00,Debate erupts over off-label COVID-19 vaccine use for children under the age of five http
13041,2022-02-20 23:10:00+00:00,Canada Freedom Convoy: European Parliament member compares Trudeau to communist 'dictator' http
13042,2022-02-20 23:05:00+00:00,"Russia, China agree new coal deal for 100 million ton supply: state media http"
13043,2022-02-20 23:00:01+00:00,NETFLIX AND CHILL: Attempts to end comedy star @user career backfire as streaming giant unveils blockbuster deal. http
13044,2022-02-20 22:50:00+00:00,'There's a lot of COVID fatigue going on': Siegel  http
13045,2022-02-20 22:46:40+00:00,"See it: Floyd Mayweather's NASCAR loses a wheel in the Daytona 500
http"
13046,2022-02-20 22:44:00+00:00,Blinken responds to Zelenskyy’s plea: No sanctions until ‘bombs are actually dropping' http
13047,2022-02-20 22:35:00+00:00,SELECTIVE HEARING: @user torches Dems for still pushing soft-on-crime policies despite concerns about violence across the country. http http
13048,2022-02-20 22:29:00+00:00,Kilmeade: America is 'once again dependent' on other countries for energy http
13049,2022-02-20 22:05:00+00:00,"Russia, China agree new coal deal for 100 million ton supply: state media
http"
13050,2022-02-20 22:00:00+00:00,Alexandria Ocasio-Cortez flies first class from Texas http
13051,2022-02-20 21:50:00+00:00,Biden does about-face on travel plans with Europe on the brink of war  http
13052,2022-02-20 21:45:00+00:00,"Kanye West's social media posts 'fair game' in divorce proceedings with Kim Kardashian, legal experts say http"
13053,2022-02-20 21:35:00+00:00,"Canada Freedom Convoy: European Parliament member compares Trudeau to communist 'dictator'
http"
13054,2022-02-20 21:20:00+00:00,"Baltimore prosecutor Marilyn Mosby alleges indictment against her racially, politically motivated
http"
13055,2022-02-20 21:15:00+00:00,"Novak Djokovic says he's at his 'peak' returning to tour in Dubai
http"
13056,2022-02-20 21:10:00+00:00,"Manchester United sinks Leeds in EPL
http"
13057,2022-02-20 21:09:31+00:00,AND THEY’RE OFF: FOX Corporation CEO Lachlan Murdoch waves the green flag to start the Daytona 500. http
13058,2022-02-20 21:00:01+00:00,"RED WAVE: On ‘Unfiltered with Dan Bongino,’ GOP Rep. @user predicts a surge of Republican victories in the midterms. @user http"
13059,2022-02-20 20:50:00+00:00,"Dustin Johnson says he's sticking with the PGA Tour
http"
13060,2022-02-20 20:45:00+00:00,"Online outrage as school board member confronted by maskless photo storms out of meeting
http"
13061,2022-02-20 20:40:14+00:00,WATCH LIVE: Canadian Freedom Convoy: Ottawa police chief makes remarks http
13062,2022-02-20 20:40:00+00:00,"Ms. Senior Universe Pageant winner Marianne Hamilton celebrates achievement
http"
13063,2022-02-20 20:35:00+00:00,"California high school official says racist graffiti not a hate crime: 'Prank that went sideways'
http"
13064,2022-02-20 20:30:00+00:00,"NYC man who randomly punched 4-year-old in Times Square taken down by mom: Police
http"
13065,2022-02-20 20:26:17+00:00,NASCAR: FOX Corporation CEO Lachlan Murdoch waves the green flag to start the Daytona 500 http
13066,2022-02-20 20:18:27+00:00,"Stelter addresses past communication between Gollust, Gov. Cuomo, potential lawsuits: 'A legal mess for CNN' http"
13067,2022-02-20 20:15:00+00:00,"Trump's TRUTH Social to begin welcoming Americans who pre-ordered the app Monday
http"
13068,2022-02-20 20:00:02+00:00,Texas Lt. Gov. Dan Patrick wants professors to lose tenure if they teach CRT http
13069,2022-02-20 19:45:00+00:00,"SeaWorld Orlando opens Ice Breaker coaster, breaks state record for having 'most coasters'
http"
13070,2022-02-20 19:44:24+00:00,Trump's TRUTH Social to begin welcoming Americans who pre-ordered the app Monday http
13071,2022-02-20 19:38:25+00:00,"SeaWorld Orlando opens Ice Breaker coaster, breaks state record for having 'most coasters' http"
13072,2022-02-20 19:26:32+00:00,Online outrage as school board member confronted by maskless photo storms out of meeting http
13073,2022-02-20 19:22:52+00:00,"Tar Heels boost NCAA hopes with key Quad 1 win
http"
13074,2022-02-20 19:03:48+00:00,Martha MacCallum reveals the story behind one of her toughest interviews http
13075,2022-02-20 19:00:02+00:00,Ted Cruz asks if civil liberties groups will support Canadian freedom truckers as they clash with police http
13076,2022-02-20 18:56:16+00:00,Bongino tells Americans what 'biggest crisis' facing them is http
13077,2022-02-20 18:48:53+00:00,Louisiana train 'narrowly missed' two kids on tracks: police http
13078,2022-02-20 18:45:00+00:00,‘BIG FAT LIE’: Brian Echevarria says no one has the right to call him or his kids ‘oppressed’ based on the color of their skin. http http
13079,2022-02-20 18:42:52+00:00,"Dallas Wayne, singer and songwriter: We're 'blessed' in America, need to remember 'the basics' http"
13080,2022-02-20 18:33:05+00:00,"Russia 'preparing for invasion of Ukraine,' NATO head says, as world faces 'new normal in European security' http"
13081,2022-02-20 18:22:09+00:00,"Manchester City's Phil Foden, family attacked at Kell Brook-Amir Khan fight http"
13082,2022-02-20 18:15:37+00:00,Kentucky's D'Corey Johnson stuns with 'Star-Spangled Banner' before NASCAR's Daytona 500 http
13083,2022-02-20 18:09:53+00:00,Cruz: Europe on 'verge of war' due to 'fecklessness of Joe Biden' http
13084,2022-02-20 18:03:24+00:00,Co-founder of San Francisco recall campaign says on CNN vote was about 'incompetence' http
13085,2022-02-20 17:57:39+00:00,NASCAR: Chase Elliott signs new 5-year deal with Hendrick Motorsports http
13086,2022-02-20 17:54:11+00:00,Nearly 200 arrested as Ottawa police push new charges for protesters http
13087,2022-02-20 17:49:11+00:00,"Wanted Florida man caught after passing out drunk in McDonald’s drive-thru, deputies say http"
13088,2022-02-20 17:45:50+00:00,"THE GREAT AMERICAN RACE: Be sure to catch the @user car on the track at the #Daytona500 today on Fox, starting at 2:30p ET. http"
13089,2022-02-20 17:37:26+00:00,Tennessee woman accused of raping at least 9 students; community shaken by allegations: report http
13090,2022-02-20 17:32:59+00:00,Tony Robbins reveals how he overcame obstacles to help others http
13091,2022-02-20 17:22:55+00:00,FOP national vice president: 'We're fighting for the very soul of our country right now' http
13092,2022-02-20 17:16:09+00:00,"Michigan driver deliberately struck, killed retiree so he could have sex with her body, authorities say http"
13093,2022-02-20 17:11:59+00:00,"Gun crimes grab most media attention, while gun use in self-defense gets merely a fraction: experts http"
13094,2022-02-20 16:55:35+00:00,Russia-Ukraine: Sec. Austin says no country should be able to 'dictate what another country does' http
13095,2022-02-20 16:46:32+00:00,"OPINION: Democrats know stripping election safeguards would extinguish fair elections, but that's their intent http"
13096,2022-02-20 16:37:36+00:00,OPINION: Don't let the college price tag intimidate you -- here are 5 ways to finance your education http
13097,2022-02-20 16:28:42+00:00,OPINION: Rooftop Revelations: Shelby Steele on Pastor Brooks’ stand against post-60s liberalism http
13098,2022-02-20 16:07:27+00:00,OPINION: How God carried me through my miscarriage http
13099,2022-02-20 15:54:44+00:00,"Ex-UConn star James Bouknight tossed from game, gets back into student section http"
13100,2022-02-20 15:49:00+00:00,"Russia-Ukraine outcome presents little upside for Biden, but 'downside' possible: Strategists http"
13101,2022-02-20 15:47:11+00:00,San Diego businesses get big boost after California rolls back mask mandate http
13102,2022-02-20 15:29:28+00:00,University of Alabama VP of student life resigns after soliciting prostitution arrest http
13103,2022-02-20 15:20:51+00:00,PolitiFact ripped for fact-check comparing Super Bowl to schools in masking debate: 'Got to be kidding me' http
13104,2022-02-20 15:14:51+00:00,"Pentagon spox gives examples of what is on, off the table in Russia negotiations http"
13105,2022-02-20 15:05:53+00:00,Historic photos show the first American to orbit Earth on 60th anniversary of Mercury-Atlas 6 mission http
13106,2022-02-20 14:54:28+00:00,Capitol fence to be reinstalled ahead of Biden’s State of the Union address http
13107,2022-02-20 14:39:30+00:00,"Station nightclub fire: 19 years later, Jimmy Gahan’s father recalls Rhode Island tragedy that killed 100 http"
13108,2022-02-20 14:32:49+00:00,US figure skater Vincent Zhou expresses frustration after being unable to attend closing ceremony http
13109,2022-02-20 14:24:16+00:00,Winter Olympics 2022 final medal tally http
13110,2022-02-20 14:15:36+00:00,New York scraps health care workers booster mandate to avoid 'staffing issues' http
13111,2022-02-20 14:04:11+00:00,American Elana Meyers Taylor makes Winter Olympics history with bronze medal in bobsled http
13112,2022-02-20 13:56:57+00:00,Phil Mickelson makes startling comments about Saudi golf league: report http
13113,2022-02-20 13:51:58+00:00,Florida woman threatens to use gun at elementary school parent-teacher conference http
13114,2022-02-20 13:46:53+00:00,A fourth COVID vaccine shot: Will it be necessary? http
13115,2022-02-20 13:32:14+00:00,"Violent attacks continue on NYC subway, 2 people stabbed over 30-minute span http"
13116,2022-02-20 13:25:51+00:00,"Dallas Wayne, singer-songwriter: We're 'blessed' in America, need to remember 'the basics' http"
13117,2022-02-20 13:15:02+00:00,"Mom of Chicago train robbery suspect recognizes him, drags him to police station: Reports http"
13118,2022-02-20 13:09:40+00:00,"There's a way out of the homicide surge – but it's a long, uphill battle http"
13119,2022-02-20 13:00:11+00:00,"Milwaukee, Nashville, Salt Lake city battle to host 2024 Republican National Convention http"
13120,2022-02-20 12:50:44+00:00,Steelers hire Brian Flores as senior defensive assistant/linebackers coach amid racial discrimination lawsuit http
13121,2022-02-20 12:39:53+00:00,"Biden lunches in DC, ignores questions on Ukraine as crisis with Russia escalates http"
13122,2022-02-20 12:29:48+00:00,BREAKING: Queen Elizabeth II tests positive for COVID http
13123,2022-02-20 12:27:39+00:00,Conservative groups urge border states to use 'every legal means' to combat migrant crisis http
13124,2022-02-20 12:25:00+00:00,"'Lizard Lick Towing' star says son killed in North Carolina shooting
http"
13125,2022-02-20 12:20:00+00:00,"Charley Taylor, Washington Hall of Fame receiver, dead at 80
http"
13126,2022-02-20 12:15:00+00:00,"Portland shooting near Amir Locke event leaves 1 dead, 5 wounded: report
http"
13127,2022-02-20 12:14:48+00:00,"Charley Taylor, Washington Hall of Fame receiver, dead at 80 http"
13128,2022-02-20 12:10:00+00:00,"Kanye West's social media posts 'fair game' in divorce proceedings with Kim Kardashian, legal experts say
http"
13129,2022-02-20 12:08:55+00:00,Bongino tells Americans what the 'biggest crisis' facing them is http
13130,2022-02-20 12:05:00+00:00,"Gun crimes grab most media attention, while gun use in self-defense gets merely a fraction: experts
http"
13131,2022-02-20 12:00:02+00:00,"Bernie Madoff's sister and husband dead in possible murder-suicide: report
http"
13132,2022-02-20 11:55:30+00:00,"Kanye West calls out 'godless' Corey Gamble, Kris Jenner's longtime boyfriend http"
13133,2022-02-20 11:55:00+00:00,"Tennessee woman accused of raping at least 9 students; community shaken by allegations: report
http"
13134,2022-02-20 11:50:00+00:00,"Tony Robbins reveals how he overcame obstacles to help others
http"
13135,2022-02-20 11:49:36+00:00,Texas Lt. Gov. Dan Patrick wants professors to lose tenure if they teach CRT http
13136,2022-02-20 11:45:00+00:00,"FOP national vice president: 'We're fighting for the very soul of our country right now'
http"
13137,2022-02-20 11:40:00+00:00,"Michigan driver deliberately struck, killed retiree so he could have sex with her body, authorities say
http"
13138,2022-02-20 11:35:00+00:00,"Huntington Beach police helicopter crashes in California; 1 dead, 1 critical
http"
13139,2022-02-20 11:30:00+00:00,"Martha MacCallum reveals the story behind one of her toughest interviews
http"
13140,2022-02-20 11:25:00+00:00,"Bongino tells Americans what the 'biggest crisis' facing them is
http"
13141,2022-02-20 11:20:00+00:00,"Louisiana train 'narrowly missed' two kids on tracks: police
http"
13142,2022-02-20 11:10:00+00:00,"Washington state police officer stabbed in head while trying to arrest child rape suspect
http"
13143,2022-02-20 11:00:00+00:00,"Sen. Roger Wicker announces he tested positive for COVID a second time
http"
13144,2022-02-20 10:50:00+00:00,"Ingraham: 'Concerned citizens' should 'push back with logic and common sense' against transgender athletics
http"
13145,2022-02-20 10:40:00+00:00,"OPINION: @user Field notes of an American alcoholic in rehab
http"
13146,2022-02-20 10:30:00+00:00,"Fighter ace leads tech effort to battle emerging China threat
http"
13147,2022-02-20 10:20:00+00:00,"More city, state leaders make decisions on lifting, holding COVID-19 restrictions
http"
13148,2022-02-20 10:10:00+00:00,"Rooftop Revelations: @user on the failures of Democrat politics
http"
13149,2022-02-20 10:00:00+00:00,"Kamala Harris meets with Ukraine's Zelenskyy, pledges unified action if Russia invades: 'A decisive moment'
http"
13150,2022-02-20 09:45:00+00:00,"Canadian 'freedom convoy' protesters clash with police in Ottawa; over 100 arrested
http"
13151,2022-02-20 09:30:00+00:00,"Kamala Harris says Russia will suffer significant economic costs if it invades Ukraine: 'Swift and severe'
http"
13152,2022-02-20 09:15:00+00:00,"Team USA men's hockey subject of noise complaint in athletes' village
http"
13153,2022-02-20 09:00:02+00:00,".@MarkWahlberg details typical day in his life, including his workout schedule, that keeps him fit and focused
http"
13154,2022-02-20 08:45:00+00:00,"Transgender swimmers Lia Thomas, Iszac Henig clobber Ivy League competition amid debate over eligibility
http"
13155,2022-02-20 08:30:00+00:00,"Pelosi says Putin will pay even without Ukraine invasion: you can’t ‘bully the world and take a walk’
http"
13156,2022-02-20 08:15:00+00:00,"Florida woman threatens to use gun at elementary school parent-teacher conference
http"
13157,2022-02-20 08:00:01+00:00,"Phil Mickelson makes startling comments about Saudi golf league: report
http"
13158,2022-02-20 07:45:00+00:00,"A fourth COVID vaccine shot: Will it be necessary?
http"
13159,2022-02-20 07:30:00+00:00,"American Elana Meyers Taylor makes Winter Olympics history with bronze medal in bobsled
http"
13160,2022-02-20 07:15:00+00:00,"AOC, Squad under fire as Dems reject their 'deeply problematic' agenda
http"
13161,2022-02-20 06:40:00+00:00,"US figure skaters' request for public medal ceremony before closing ceremony denied
http"
13162,2022-02-20 06:20:00+00:00,"Brad Pitt intervened in 'volatile' on-set moment between Scott Eastwood, Shia LaBeouf
http"
13163,2022-02-20 06:00:01+00:00,"Bob Saget's death prompted actress Dana Delany to get her head checked after suffering fall, black eye
http"
13164,2022-02-20 05:30:00+00:00,"Most widespread drought in 9 years expected to expand
http"
13165,2022-02-20 05:20:00+00:00,"Conservative groups urge border states to use 'every legal means' to combat migrant crisis
http"
13166,2022-02-20 05:00:00+00:00,"Biden lunches in DC, ignores questions on Ukraine as crisis with Russia escalates
http"
13167,2022-02-20 04:51:51+00:00,"RED WAVE: On ‘Unfiltered with Dan Bongino,’ GOP Rep. @user predicts a surge of Republican victories in the midterms. @user http"
13168,2022-02-20 04:40:00+00:00,"Steelers hire Brian Flores as senior defensive assistant/linebackers coach amid racial discrimination lawsuit
http"
13169,2022-02-20 04:00:00+00:00,"G7 foreign ministers pledge ‘unwavering commitment’ to Ukrainian sovereignty in face of Russian buildup
http"
13170,2022-02-20 03:30:00+00:00,"Batman No. 1 copy to sell for $1.8 million – but only in fractional ownership
http"
13171,2022-02-20 03:10:00+00:00,"Liberal cities Boston and Washington, DC roll back COVID vaccine mandates for businesses
http"
13172,2022-02-20 03:06:30+00:00,"Bongino tells Americans what the 'biggest crisis' facing them is
http"
13173,2022-02-20 03:00:36+00:00,"SILVER LINING: Business strategist and bestselling author 
@TonyRobbins tells @user why he has hope for those struggling through pandemic-era shutdowns. http"
13174,2022-02-20 02:58:28+00:00,"Louisiana train 'narrowly missed' two kids on tracks: police
http"
13175,2022-02-20 02:55:00+00:00,"Tyree Appleby takes over, Florida rallies past No. 2 Auburn
http"
13176,2022-02-20 02:45:00+00:00,"Texas Lt. Gov. Dan Patrick wants professors to lose tenure if they teach CRT
http"
