"","X","Date","text"
"6554",6553,"2022-02-10 04:16:30+00:00","Donovan Carrillo 🇲🇽 trains alongside mostly teenagers in a shopping mall rink in León, Mexico, that is not Olympic size. It took a day to adjust his #Beijing2022 program. 

Now he's made Olympic history, and he says you'll see him again in 2026. https://t.co/zyKL9J0rMD https://t.co/CpYrpx7PDD"
"6555",6554,"2022-02-10 04:10:05+00:00","Disney+ added 11.8 million new subscribers worldwide in the most recent quarter to reach 129.8 million, handily beating analyst expectations. https://t.co/PqgW0AeA6J"
"6556",6555,"2022-02-10 04:02:04+00:00","While some Americans welcomed the lifting of mask rules, others asked whether states were moving too fast at a time when more than 200,000 new infections were being announced each day and when the U.S. was reporting more than 17,000 deaths a week. https://t.co/t0ZqVFN6nn"
"6557",6556,"2022-02-10 03:40:05+00:00","Mayor Eric Adams of New York got into a harsh exchange with a Democratic assemblywoman during a state budget hearing, reflecting the tension within the party over how to grapple with rising crime and recent demands for criminal justice reform. https://t.co/VjvasUuHKJ"
"6558",6557,"2022-02-10 03:27:42+00:00","Kelly Curtis 🇺🇸 is about to make history at #Beijing2022. She will become the first Black athlete to represent the U.S. in the skeleton at the Olympics. https://t.co/8Y7x3MLw4I"
"6559",6558,"2022-02-10 03:22:59+00:00","We found 22 words that can be spelled with these seven letters. How many can you make?

Don’t forget, your words must include the center letter.
https://t.co/J5gHdZ6pH1 https://t.co/xjRA2ZV08J"
"6560",6559,"2022-02-10 03:08:46+00:00","⛸ It's men's figure skating time — and Nathan Chen 🇺🇸 is going for gold. ⛸

Here's a recap of his stunning short program. We'll be covering the jumps from #Beijing2022 here: https://t.co/IudTUSRbLk https://t.co/6OJadFeYwe"
"6561",6560,"2022-02-10 03:00:09+00:00","New York's mask-or-vaccine mandate for businesses will end on Thursday, but a separate mask requirement in schools will remain in place. “Numbers are coming down, and it is time to adapt,” Gov. Kathy Hochul said. “We are not saying it’s over.” https://t.co/y2lec0ZjR8 https://t.co/247X1bli8e"
"6562",6561,"2022-02-10 02:58:12+00:00","Breaking News: She did it again. Chloe Kim 🇺🇸 just won another Olympic gold medal. 

With a stunning run, she took gold in the #Beijing2022 halfpipe and cemented her snowboarding legacy. https://t.co/tJOBQD4zQZ https://t.co/9cCA27dJfp"
"6563",6562,"2022-02-10 02:38:29+00:00","“I didn’t want it to end. I wanted to keep skating and living the Olympic dream.""

Donovan Carrillo 🇲🇽: the first Mexican ever to qualify for the free skate. #Beijing2022 https://t.co/ge6syvcSs8"
"6564",6563,"2022-02-10 02:30:11+00:00","The National Archives and Records Administration discovered what it believed was classified information in documents Donald Trump had taken with him from the White House as he left office, according to a person briefed on the matter. https://t.co/V93byxoOFI"
"6565",6564,"2022-02-10 02:15:09+00:00","This is just the second time that songs with words have been allowed in the Olympics, after the rules were changed in 2018. Even fans who exclusively love pop music will recognize a few tracks coming up in men's figure skating today. Here's how to watch: https://t.co/M95zQSGQ20"
"6566",6565,"2022-02-10 02:07:11+00:00","It's looking good for Chloe Kim 🇺🇸. She just dominated her first halfpipe run at #Beijing2022. 

Follow along as she defends her Olympic gold medal: https://t.co/A8G1CLw1Q5"
"6567",6566,"2022-02-10 01:54:02+00:00","Your guide to tonight's Olympic men's figure skating event is here. Get live updates and a breakdown of the jumps you'll hear most about: https://t.co/9zAL8btpjO"
"6568",6567,"2022-02-10 01:29:51+00:00","Figure skating in the U.S. is now plainly an Asian American sport.

For the second consecutive Winter Games, four of the six figure skaters representing the U.S. in the singles events are Asian American: Karen Chen, Nathan Chen, Alysa Liu and Vincent Zhou. https://t.co/XxU7wkUxMp https://t.co/aoIznhBw2v"
"6569",6568,"2022-02-10 01:25:53+00:00","Bob Saget, the stand-up comedian and actor known for playing Danny Tanner on “Full House,” died of head trauma after he accidentally hit something, his family said in a statement on Wednesday. https://t.co/psLBKLho68"
"6570",6569,"2022-02-10 01:10:03+00:00","A former casino executive was sentenced to a year and a day in prison for participating in a conspiracy to secure his daughter’s admission to USC as a basketball recruit even though she did not make the varsity team in high school, prosecutors said. https://t.co/wx7zWPORaD"
"6571",6570,"2022-02-10 01:00:32+00:00","After a world-record performance in the men’s short program, the American Nathan Chen will attempt to capture his first Olympic gold medal in figure skating’s individual competition. 

Here’s how to watch. https://t.co/5EuDbsXaFz"
"6572",6571,"2022-02-10 00:40:04+00:00","Investigators identified four suspects in the 1972 killings of Bryce, Virginia and Bobby Durham, whose bodies were found in a bathtub in their North Carolina home. https://t.co/yzbtfXbAay"
"6573",6572,"2022-02-10 00:11:25+00:00","Nathan Chen is on the cusp of winning an Olympic gold medal in men's figure skating. After his defeat at the Games four years ago, he was crushed. This time, he's trying to appreciate the experience — win or lose. https://t.co/BFkewkkxO4"
"6574",6573,"2022-02-10 00:00:11+00:00","At the last Winter Olympics, Chloe Kim was 17 and unbeatable. She'll defend her gold medal in halfpipe tonight in a personal comeback of sorts after the attention from her last victory — and some of the nastiness — nearly chased her from the sport. https://t.co/8EkJT6rJT4"
"6575",6574,"2022-02-09 23:40:03+00:00","Drew Dilkens, the mayor of Windsor, Ontario, requested resources and personnel from Canada’s provincial and federal governments to deal with a blockade by truckers on the Ambassador Bridge. https://t.co/lCREfRUEin https://t.co/0V51mm79qk"
"6576",6575,"2022-02-09 23:30:10+00:00","News Analysis: The FDA's upcoming review of the Pfizer-BioNTech coronavirus vaccine for young children is without precedent in recent history. @apoorva_nyc explains why. https://t.co/JFOtXaUoOE"
"6577",6576,"2022-02-09 23:00:08+00:00","When Wolf Volcano in the Galápagos Islands erupted last month, its lava trail extended for miles in an orange line so bright that it was visible from space. https://t.co/mrGO8vuWuJ"
"6578",6577,"2022-02-09 22:45:06+00:00","After skiing, the 67-year-old-man had a strange ache in his chest. He was sweating like crazy. He just sat there, unable to do anything. The doctor said he was having a heart attack. He felt it couldn’t be true. What was wrong with him? Who was right?
https://t.co/vu3F3DYkBc"
"6579",6578,"2022-02-09 22:15:11+00:00","A new barricade of trucks in Sarnia, Ontario, stalled traffic traveling on the only expressway route to a bridge into the U.S. A local mayor said on Wednesday that he would ask the federal government for assistance in dealing with the new blockade. https://t.co/erURolCUgZ"
"6580",6579,"2022-02-09 22:00:07+00:00","New York's statewide mask or proof of vaccination mandate for indoor public locations is expiring on Thursday. But New Yorkers, it's not time to put away your masks entirely. https://t.co/hMXfT6KK5R https://t.co/u1ga5LPiJW"
"6581",6580,"2022-02-09 21:45:10+00:00","Kurt Zouma, a defender for West Ham United, was fined “the maximum amount possible” after video showed him hitting and kicking his cat, the English soccer club said. https://t.co/dCRiKamssS"
"6582",6581,"2022-02-09 21:30:10+00:00","News Analysis: President Vladimir Putin of Russia ""can move militarily to control Ukraine or preserve economic links to Europe,"" writes @StevenErlanger, our chief diplomatic correspondent in Europe. ""But it will be difficult for him to do both."" https://t.co/qrgyU6YM6s"
"6583",6582,"2022-02-09 21:22:02+00:00","Illinois will end its indoor mask mandate on Feb. 28, joining a growing list of states that once enforced strict protocols but are now shifting amid plunging case numbers and pandemic fatigue. But the governor held off on changing the rule for schools. https://t.co/N3OwSiKDJT"
"6584",6583,"2022-02-09 21:15:10+00:00","Jury selection has begun in the Ahmaud Arbery federal hate crimes trial, @tariro reports. At the heart of the case is whether the three white men convicted in state court of killing Arbery were motivated by racism.

Here's the latest. https://t.co/sOI4T8n7YH"
"6585",6584,"2022-02-09 21:00:21+00:00","Germany on Wednesday announced the appointment of a new international climate envoy — an American, Jennifer Morgan, who is the current executive director of Greenpeace International. https://t.co/Tlu7EltC0F"
"6586",6585,"2022-02-09 20:52:03+00:00","“My failure changed everyone’s life.” The ski jumper Sara Takanashi 🇯🇵 apologized after her uniform was deemed noncompliant, knocking her team out of a medal opportunity. Her suit was reportedly two centimeters wider than allowed around her thighs. https://t.co/AwxOVMBDAY"
"6587",6586,"2022-02-09 20:45:04+00:00","Local officials and ranchers near a federally designated wilderness area in New Mexico fear that the government plans to shoot feral cattle from helicopters. https://t.co/oyGHpD0LaM"
"6588",6587,"2022-02-09 20:30:11+00:00","Fueron tantas las personas que compraron un conservador en Amazon para intentar suicidarse que el algoritmo de la empresa comenzó a sugerirles productos que otros ordenaban junto con la sustancia para esos fines. Amazon ha seguido vendiendo el producto. https://t.co/D6V05B9xNc"
"6589",6588,"2022-02-09 20:15:13+00:00","At the #Beijing2022 Olympics, just beyond the white slopes for the ski and snowboard events lie brown hills barely touched by snow. China’s water-scarce capital had to go to enormous lengths to make this snow. https://t.co/hONOGVgbAz"
"6590",6589,"2022-02-09 20:00:06+00:00","Six magazines owned by the media mogul Barry Diller will stop their print editions and move online. The change affects Entertainment Weekly, InStyle, EatingWell, Health, Parents and People en Español, and it will lead to 200 job cuts. https://t.co/BiGeiW2tfK"
"6591",6590,"2022-02-09 19:45:02+00:00","Gov. Kathy Hochul will let New York's mask-or-vaccine mandate expire this week. Her decision, state officials said, was not swayed by politics but rather based on the latest data and advice from health experts. “It is time to adapt,” she said on Wednesday. https://t.co/qWhvatcHkj"
"6592",6591,"2022-02-09 19:30:06+00:00","After a world-record performance in the men’s short program, the American Nathan Chen will attempt to capture his first Olympic gold medal in figure skating’s individual competition. 

Here’s how to watch. https://t.co/8g8PnQquDg"
"6593",6592,"2022-02-09 19:01:21+00:00","Russian troops are massed on the border with Ukraine. Moscow and Washington are exchanging heated words. @peterbakernyt discusses the crisis with @AndrewKramerNYT in Kyiv and @McFaul, a former U.S. ambassador to Russia. Join us now. https://t.co/yoEC0bCm2k https://t.co/0Xa6cHgUUk"
"6594",6593,"2022-02-09 19:00:15+00:00","Max Parrot of Canada won Olympic gold on Monday just three years after being diagnosed with cancer. The 27-year-old from Quebec was diagnosed with Hodgkin’s lymphoma in December 2018, 10 months after winning a silver medal at the Pyeongchang Games. https://t.co/h49amzxheh https://t.co/FdcWdZiyuA"
"6595",6594,"2022-02-09 18:45:07+00:00","Years ago, local papers were decimated by readers’ turn to the internet for news. Now, publishers feel cautiously optimistic that a rise in online subscriptions could help revive them. https://t.co/H0IFQ20zYH"
"6596",6595,"2022-02-09 18:30:18+00:00","The nominees for the 94th Academy Awards were announced on Tuesday. Most of the top contenders can be watched at home. Here’s a guide to help you get a jump on the field. https://t.co/hFBFH7DqPJ"
"6597",6596,"2022-02-09 18:15:29+00:00","Taking a 90-minute walk, jog or bike ride after your next Covid or flu vaccine might amplify the benefits of the shot, according to a new study. https://t.co/5wGvh6nGDR"
"6598",6597,"2022-02-09 18:00:19+00:00","These Olympic snowboarders and freestyle skiers push the limits to win with tricks others won’t even try.  https://t.co/P3CSLtCLJA"
"6599",6598,"2022-02-09 17:55:04+00:00","Bob Odenkirk was a comedian’s comedian — until “Better Call Saul” revealed him as a peerless portrayer of broken souls. What will he turn himself into next? Jonah Weiner profiles him for @NYTMag. https://t.co/gLX9xapZ93"
"6600",6599,"2022-02-09 17:50:07+00:00","New York and Massachusetts on Wednesday became the latest left-leaning states to move away from mask requirements. But the CDC director said the agency was not ready to change its recommendations on masks.

Follow the latest: https://t.co/RnGiXYawch https://t.co/vUhVK0Mfoy"
"6601",6600,"2022-02-09 17:45:07+00:00","Discovery and AT&amp;T have cleared a significant regulatory hurdle that puts the two companies on a glide path to close a deal that will create one of the biggest media companies in the country. https://t.co/nKwuTLD97f"
"6602",6601,"2022-02-09 17:35:05+00:00","The protests in Canada continue to echo across the globe: In France, dozens of vehicles left for Paris to protest the country’s vaccination policies under the banner “Convoi de la Liberté” — a direct translation of the Canadians’ “Freedom Convoy.” https://t.co/cuqW6TUBbu"
"6603",6602,"2022-02-09 17:30:14+00:00","The awkwardly sized card that you got when you were vaccinated for Covid-19 never quite fit in your wallet, so it would be no surprise if you’ve misplaced yours by now.

Don’t panic. Here’s what to know. https://t.co/k6dbzOSuQX"
"6604",6603,"2022-02-09 17:10:05+00:00","Speaker Nancy Pelosi said she would accept a ban on U.S. lawmakers trading stocks — if it also applies to judges, including Supreme Court justices. https://t.co/zBb7u7F5uM"
"6605",6604,"2022-02-09 17:07:06+00:00","After the NHL announced it wouldn't send its players to #Beijing2022, the Olympic men’s tournament is largely populated by a jumble of unexpected players who had planned to watch the Games on TV.
https://t.co/5JoC2rXeDm"
"6606",6605,"2022-02-09 17:00:28+00:00","Russian troops are massed on the border with Ukraine. Moscow and Washington are exchanging heated words. @peterbakernyt discusses the crisis with @andrewkramernyt in Kyiv and @McFaul, a former U.S. ambassador to Russia. Join us on Wednesday at 2 p.m. ET. https://t.co/iLTr9GjD8L"
"6607",6606,"2022-02-09 16:52:07+00:00","New York State will drop its mask-or-vaccine mandate, which requires businesses to ask for proof of full vaccination or require mask-wearing at all times in indoor public spaces. The mandate will officially expire on Thursday. https://t.co/DDFy9II7UY"
"6608",6607,"2022-02-09 16:45:07+00:00","Health experts agree that school mask mandates should not last forever, but moves by some U.S. governors to lift restrictions in the coming weeks have divided scientists.

Some cheered the change. Others worried it could jeopardize the nation’s progress.
https://t.co/um53iNkBpx"
"6609",6608,"2022-02-09 16:40:06+00:00","Lindsey Jacobellis won the first gold for the U.S. at #Beijing2022.

Her snowboard cross victory comes 16 years after a fall at the finish line of the Turin Games cost her gold, an experience she has never seen as something she needed to redeem.
https://t.co/AeWqrqJDWV https://t.co/W14U41URMf"
"6610",6609,"2022-02-09 16:30:13+00:00","As world leaders scramble to avert a war that all agree could be catastrophic, Ukrainians are stoically keeping to their daily routines, but reminders of the looming threat are getting hard to avoid.

Here are images of life under the specter of war. https://t.co/yLdBewNQaM"
"6611",6610,"2022-02-09 16:20:09+00:00","A 1,000-mile journey through the middle of America reveals the fundamental reason for truck driver shortages: It is a job full of stress, physical deprivation and loneliness. https://t.co/nTuMOCKHpx https://t.co/lSFTBajTSe"
"6612",6611,"2022-02-09 16:10:07+00:00","The first people to come to the Americas did not do so by crossing a land bridge, the geneticist Jennifer Raff says. Her new book, “Origin: A Genetic History of the Americas,” is “a masterly retelling” of how and when they arrived, our reviewer writes. https://t.co/ATpH8sbP7H"
"6613",6612,"2022-02-09 16:02:35+00:00","Spotify has been rocked by the controversy engulfing Joe Rogan. The catalyst was largely a December episode that featured Dr. Robert Malone, a virologist and vaccine skeptic. We debunked the litany of falsehoods from the interview. https://t.co/7vgDe17kUV"
"6614",6613,"2022-02-09 16:00:24+00:00","""Sleep No More"" is a Hitchcock-inflected version of ""Macbeth."" On Feb. 14, for those who prefer their Valentine hearts still bloodied, the show will reopen in New York City, with new masks, new protocols and a fresh commitment to total immersion. https://t.co/frMcpbRsiY"
"6615",6614,"2022-02-09 15:50:05+00:00","Massachusetts will drop its school mask mandate when it expires on Feb. 28, as more liberal-leaning states move away from mask requirements. https://t.co/gWjWWpysQ2"
"6616",6615,"2022-02-09 15:45:05+00:00","Prime Minister Boris Johnson of Britain said he planned to lift the country’s remaining Covid restrictions within weeks — about a month ahead of schedule — including the legal requirement for those who test positive to isolate.
https://t.co/nwgMyFknOa"
"6617",6616,"2022-02-09 15:30:10+00:00","We found 22 words that can be spelled with these seven letters. How many can you make?

Don’t forget, your words must include the center letter.
https://t.co/7UmgFrd8dp https://t.co/K2vIgtQIW2"
"6618",6617,"2022-02-09 15:10:11+00:00","Big tricks, high-speed crashes and wire-to-wire wins.

Our photographers are capturing the action at #Beijing2022. Take a look through some of their best shots.
https://t.co/L3MMkBY3qs https://t.co/NO6tRyrji7"
"6619",6618,"2022-02-09 15:00:05+00:00","Rep. Liz Cheney hasn't attended Republican Party events in person in her state in years because of conservative hostility.

""I'm not going to convince the crazies,” she said. ""I'm not trying to get their support because they've abandoned the Constitution."" https://t.co/WyEqyHKRHW"
"6620",6619,"2022-02-09 14:45:07+00:00","Eileen Gu is everywhere in China.

The extraordinary outpouring of adulation for the 18-year-old Californian, who won gold for China in the big air event at #Beijing2022, even briefly overwhelmed the servers of a popular Chinese social media site. https://t.co/0cu5SgEDSG"
"6621",6620,"2022-02-09 14:30:10+00:00","Though case numbers are at a record level, Germany is recording relatively few Covid deaths and stable hospitalization rates. Several states are easing restrictions, whether curfews or rules for shopping or restaurants. https://t.co/K1CWMdNnXO"
"6622",6621,"2022-02-09 14:25:03+00:00","Nils van der Poel, a Swedish speedskating gold medalist at #Beijing2022, accused the Royal Dutch Skating Federation of unfairly using its influence to lobby for track conditions at the Games that were favorable to Dutch skaters.
https://t.co/Vng5GuXKKo"
"6623",6622,"2022-02-09 14:15:03+00:00","The two main Nordic events at the Winter Olympics are really different. Cross-country skiing is all about endurance, whereas ski jumping rewards courage and an aerodynamic form.

So why not take these two events and combine them? That’s Nordic combined.
https://t.co/hLyp85U9VI"
"6624",6623,"2022-02-09 14:10:04+00:00","Electric pickup trucks could make 2022 the year when battery-powered cars become unstoppable, pushing gas-fueled vehicles toward obsolescence.
https://t.co/Mug8Xsq4jP"
"6625",6624,"2022-02-09 14:05:06+00:00","Lindsey Jacobellis just won the U.S.'s first gold medal at the #Beijing2022 Olympics. 🥇

She took the gold in snowboard cross. https://t.co/MQFrerIC6L https://t.co/2btUszJpT5"
"6626",6625,"2022-02-09 14:00:18+00:00","At a detention camp in Syria where about 60,000 family members of ISIS fighters have been held for years, guards opened fire this week after residents attacked them with rocks and knives, security forces said. One child was killed. https://t.co/pxcQUxR8VZ"
"6627",6626,"2022-02-09 13:50:02+00:00","The Chinese government made a documentary that was meant to show off its anti-corruption campaign. Instead it aired the Communist Party’s dirtiest laundry and seemed to prove it hasn’t managed to stamp out corruption, our columnist @LiYuan6 writes.
https://t.co/SPL97TgtMw"
"6628",6627,"2022-02-09 13:30:08+00:00","Countries across Asia are seeing a spike in Covid cases after the Lunar New Year holiday. In South Korea, 49,567 coronavirus cases were reported on Wednesday, another daily record notched in the past week and a jump of nearly 13,000 from the day before. https://t.co/QWQnfkUNZj"
"6629",6628,"2022-02-09 13:20:03+00:00","The coronavirus is everywhere in Denmark, yet streets, cafes and shops are full. The country declared that as of Feb. 1, it would no longer consider Covid a “socially critical disease” and dropped all restrictions. https://t.co/sWLnS868CX"
"6630",6629,"2022-02-09 13:15:06+00:00","Chloe Kim 🇺🇸 soared into the women's halfpipe finals with the best run of the qualifiers at #Beijing2022.

""Obviously I'm going to have to bump it up tomorrow,"" the defending gold medalist said. ""It's going to be like a whole new competition.""
https://t.co/V0h26QC5xb"
"6631",6630,"2022-02-09 13:10:02+00:00","Gov. Kathy Hochul is expected to let New York’s mask-or-vaccine mandate expire this week. She is basing her decision on the state’s latest Covid data and talks with public health experts, including Dr. Anthony Fauci, official said. https://t.co/YYzBhpEEs0"
"6632",6631,"2022-02-09 13:05:06+00:00","Tonga extended a lockdown in its capital and other parts of the country to Feb. 20 amid a growing Covid outbreak. It began when aid workers helping the nation recover from a volcanic eruption and tsunami tested positive for the virus. https://t.co/32KlpgZK4K"
"6633",6632,"2022-02-09 13:00:10+00:00","South Korea’s star Olympic curling team helped revive a painful discussion about the abuse of athletes in their country. Now, they're leading the way for others to come forward. https://t.co/RvoNKZSbfI"
"6634",6633,"2022-02-09 12:55:03+00:00","Mitch McConnell denounced the RNC on Tuesday for calling the Jan. 6 riot ""legitimate political discourse,"" adding to a small but forceful chorus of Republican lawmakers who have decried the action that the RNC took last week.
https://t.co/oSqyLI6HVk"
"6635",6634,"2022-02-09 12:50:02+00:00","Birds Aren’t Real, a fake conspiracy movement that aims to fight misinformation with misinformation, has become surprisingly popular.

Has it been successful? Listen to today’s episode of The Daily. https://t.co/qMrMZXJQt6"
"6636",6635,"2022-02-09 12:40:06+00:00","Mikaela Shiffrin 🇺🇸 was disqualified from her second #Beijing2022 slalom after she was unable to navigate more than a handful of turns.

The three-time Olympic medalist skied to the edge of the trail, sat down and stayed there for several minutes. https://t.co/o1QAaupBA6"
"6637",6636,"2022-02-09 12:30:14+00:00","Before being charged with conspiring to launder $3.6 billion in Bitcoin, Ilya Lichtenstein and Heather Morgan shared advice, ideas and amateur rap videos online.
https://t.co/ZhAjzN3gDb"
"6638",6637,"2022-02-09 12:15:03+00:00","Colby Stevenson 🇺🇸 won silver in the men’s freeski big air event at #Beijing2022. 

The medal marks an inspirational comeback by Stevenson after a near-fatal car accident in 2016 left him with 30 skull fractures.
https://t.co/9iENLRzkWz https://t.co/JsWzW5rX8A"
"6639",6638,"2022-02-09 12:07:07+00:00","Here’s where the overall medal count stands at the #Beijing2022 Winter Olympics. 🏅

Follow our live coverage here: https://t.co/sh7GdwtNgM https://t.co/lNMFw4nwiK"
"6640",6639,"2022-02-09 12:00:08+00:00","""Things happen so fast that there was really not space to slip up, even a little bit,"" Mikaela Shiffrin 🇺🇸 said after being disqualified from her second #Beijing2022 slalom run. It was a devastating fall, her second in three days at the Olympics.
https://t.co/LmvrnOUpXg"
"6641",6640,"2022-02-09 11:40:05+00:00","Shaun White landed an all-or-nothing second run in the men’s halfpipe qualifier at #Beijing2022, securing his spot in the final.

He flipped his goggles up and waved his arms at the end, knowing the run was likely enough to reach another Olympics final.
https://t.co/UDhkH7MJ3T https://t.co/j7neuoLRZA"
"6642",6641,"2022-02-09 11:30:05+00:00","Lin-Manuel Miranda was nominated for the best original song Oscar for “Dos Oruguitas,” a heart-rending ballad at the emotional climax of “Encanto.” It is the first song he had written from start to finish in Spanish.
https://t.co/1YfFGzadRv"
"6643",6642,"2022-02-09 11:16:05+00:00","Spectators at #Beijing2022 are advised to clap rather than cheer to reduce the risk of spreading the coronavirus.

But when Chinese athletes take to the ice, the home crowd’s enthusiasm often overrides protocol.
https://t.co/NbojKTkBnx"
"6644",6643,"2022-02-09 11:00:12+00:00","Ryan Cochran-Siegle 🇺🇸, who won silver at the #Beijing2022 Olympics, was raised by a single parent who in her words often lived ""paycheck to paycheck."" It's a unique story in the skiing world, where nurturing an elite athlete is exceptionally costly. https://t.co/qMRCzCzKp7"
"6645",6644,"2022-02-09 10:30:05+00:00","The #Beijing2022 Olympic medal ceremony for figure skating was abruptly postponed shortly before it was to begin, with no reason given, a U.S. figure skating official said. The International Olympic Committee called the delay “an emerging issue.” https://t.co/TNIjBASC25"
"6646",6645,"2022-02-09 10:15:02+00:00","René Robert, an 85-year-old photographer, died after falling on a busy street in Paris, apparently ignored for hours by passers-by. Two homeless people, all too familiar with the daily indifferences of bystanders, were the only ones to call for help.
https://t.co/63zRuhqZhl"
"6647",6646,"2022-02-09 10:00:06+00:00","Russian troops are massed on the border with Ukraine. Moscow and Washington are exchanging heated words. @peterbakernyt discusses the crisis with @andrewkramernyt in Kyiv and @McFaul, a former U.S. ambassador to Russia. Join us on Wednesday at 2 p.m. ET. https://t.co/so2ykTC65x"
"6648",6647,"2022-02-09 09:30:06+00:00","Open calls for the ethnic cleansing of Muslims in India have moved from the fringes to the mainstream while the government stays silent, analysts say. https://t.co/Y6aV4ulFnA"
"6649",6648,"2022-02-09 09:00:14+00:00","""Actors guide us away from any shame we might harbor over our own weeping: In the relative anonymity of a darkened theater, their crying frees us to let go."" Read @Wesley_Morris on the power of a good cry. https://t.co/ugWhDPEW6h"
"6650",6649,"2022-02-09 08:30:09+00:00","Before being charged with conspiring to launder $3.6 billion in Bitcoin, Ilya Lichtenstein and Heather Morgan shared advice, ideas and amateur rap videos online.
https://t.co/62IU6wcNND"
"6651",6650,"2022-02-09 08:07:37+00:00","Breaking News: Lindsey Jacobellis just won the U.S.'s first gold medal at the #Beijing2022 Olympics. 🥇

She took the gold in snowboard cross. https://t.co/qtgoZwSmkc https://t.co/uieH1TtNqN"
"6652",6651,"2022-02-09 08:00:05+00:00","To much of the world, ""Für Elise"" is the ubiquitous song of youthful piano lessons and children’s toys. But in Taiwan, the melody is the start of a nightly ritual: Taking your trash downstairs and catching up on neighborhood gossip. https://t.co/327tl26Xf9 https://t.co/edJRAGraCH"
"6653",6652,"2022-02-09 07:00:11+00:00","The leaders of Germany, France and Poland have pledged a unified front and “far-reaching consequences” for Russia if it attacked Ukraine — but they did not specify what those would be or what other steps might lead to a de-escalation of tensions. https://t.co/qkfnSv0f40"
"6654",6653,"2022-02-09 06:40:06+00:00","Calls for anti-Muslim violence in India have reached a dangerous new pitch, human rights groups are warning.

One well-known extremist has told followers they must ""be willing to die"" for a Hindu state, pointing to the Taliban and ISIS as a ""role model."" https://t.co/0efgWSISDf"
"6655",6654,"2022-02-09 06:26:34+00:00","What a comeback by Shaun White. 🇺🇸

After falling in his first #Beijing2022 Olympics halfpipe run, he landed his second and advanced to the final, flipping his goggles up and waving his arms at the finish. https://t.co/NCaSHXxhSL https://t.co/kvbM4zByfu"
"6656",6655,"2022-02-09 06:08:34+00:00","Shaun White 🇺🇸 fell midway through his #Beijing2022 halfpipe qualifying run, and has one run left to go in his last Olympic event.

Follow along live: https://t.co/T5yfnvWzUb"
"6657",6656,"2022-02-09 06:00:07+00:00","To see how well fireproof safes can protect your hard-to-replace items like birth certificates or hard drives, @wirecutter burned down a room with five safes inside. https://t.co/4c7FdoOFQk"
"6658",6657,"2022-02-09 05:40:04+00:00","Matt Damon is just the latest A-list star who has taken to hawking crypto. ""There is something unseemly, to put it mildly, about the famous and fabulously wealthy urging crypto on their fans,"" Jody Rosen writes in @NYTMag. https://t.co/l0cmoQb5Jq"
"6659",6658,"2022-02-09 05:00:07+00:00","Ariana DeBose has her first #OscarNom for best supporting actress, as Anita in ""West Side Story."" She made history with Rita Moreno, who won for the role in 1961: They're the first actors of color and the first women to be nominated for the same character. https://t.co/3Hs5tbJmmq https://t.co/1nfp9RqBE9"
"6660",6659,"2022-02-09 04:40:07+00:00","""Something as perfect as Flamin’ Hots could only come out of unauthorized innovation: a challenge to acceptable taste that embraces artificial excess."" In @NYTMag, an ode to the joy of eating Cheetos Crunchy Flamin’ Hots. https://t.co/JRvtbDb5zM"
"6661",6660,"2022-02-09 04:05:04+00:00","After Mikaela Shiffrin 🇺🇸fell in the #Beijing2022 Olympics slalom, NBC's broadcast lingered on her as she sat next to the slope, in one of the most heartbreaking moments of her career. Many fans drew parallels to the treatment of gymnast Simone Biles.https://t.co/hJn6PNVC9L"
"6662",6661,"2022-02-09 04:00:10+00:00","The Los Angeles County Board of Supervisors passed a motion on Tuesday that could lead to the termination of thousands of county employees who have not gotten vaccinated or received a medical or religious exemption. https://t.co/gR0rdNgS7i"
"6663",6662,"2022-02-09 03:53:35+00:00","We found 39 words that can be spelled with these seven letters. How many can you make?

Don’t forget, your words must include the center letter. https://t.co/4Hux4ZIApZ https://t.co/OQariwLKRw"
"6664",6663,"2022-02-09 03:40:06+00:00","Prosecutors have declined to pursue criminal charges against the Los Angeles Dodgers star pitcher Trevor Bauer for an alleged sexual assault. His immediate future in Major League Baseball, though, remains unclear. https://t.co/aE8v4Kn16F"
"6665",6664,"2022-02-09 03:00:04+00:00","As of Tuesday, 31 gold medals had been awarded at the #Beijing2022 Olympics. The U.S. hasn't won any golds... yet. https://t.co/QgFGxB9kWk"
"6666",6665,"2022-02-09 02:46:03+00:00","Mikaela Shiffrin 🇺🇸 was disqualified from her second #Beijing2022 slalom after she was unable to navigate more than a handful of turns.

The three-time Olympic medalist skied to the edge of the trail, sat down and stayed there for several minutes. https://t.co/9H9yB4FbzL"
"6667",6666,"2022-02-09 02:41:15+00:00","The Working Families Party endorsed Jumaane Williams, New York City’s public advocate, in his primary challenge against Gov. Kathy Hochul. https://t.co/WNatxT58jk"
"6668",6667,"2022-02-09 02:30:14+00:00","Gov. Kathy Hochul is expected to drop New York’s indoor mask mandate on Wednesday, marking a turning point in the state’s Covid response. The decision comes as states from New Jersey to California have announced similar moves this week. https://t.co/WPqojdadES"
"6669",6668,"2022-02-09 02:15:09+00:00","Concern that federal agencies may be planning to shoot feral cattle in New Mexico's Gila National Forest from a helicopter has drawn a sharp response from local lawmakers and ranchers, who are calling for what they believe is a less risky approach. https://t.co/IvTADFGcuM"
