,tweetcreatedts,text,language,username
44,2022-03-29 21:15:35+00:00,"@FoxNews Pretty disingenuous considering how well this strategy has gone. Russia is crippled economically, they've lost a staggering amount of military assets, NATO is united, NATO countries are spending more on military. This is a big boon for Biden and NATO.",en,Reeinventurself
45,2022-03-29 21:14:15+00:00,"@FoxNews Yet we are ready to send our soldiers into combat in a country just 6 months ago was paying Hunter Biden, Pelosi son, and many more politicians families a lot of money. Get out before we see Russia plane’s over head",en,1944mrv
46,2022-03-29 21:07:42+00:00,@FoxNews Very high ratings in Russia too.,en,alexplainl8er
47,2022-03-29 21:04:00+00:00,@FoxNews Why does Fox News side with Putin? They defend Russia and attack Americans on every show,en,adammit35891312
48,2022-03-29 21:00:05+00:00,"@FoxNews How’s it the Ukraine investigation that exposed Trump trading political leverage for military aid that led to his 1st impeachment took a shorter amount of than John Durham’s and Hunter Biden’s, still not one indictment. What point will you start to sound stupid to yourselves?",en,EdHudley
49,2022-03-29 20:58:33+00:00,@FoxNews OMG!  REALLY!  It is Ukrianes war not america's and America and NATO have helped beyond words and they have truly kicked Russia's ass big time,en,PeterPa67768108
50,2022-03-29 20:53:03+00:00,@FoxNews How the hell is Russia Putin the damn victim!?!? Does @FoxNews get paid in rubles?,en,arthurhyde12
51,2022-03-29 20:48:53+00:00,@FoxNews I hope foreign policy does play a large factor in 2022 elections as Biden and his team have done as good a job as possible trying to contain the war in Ukraine and supporting Ukraine's war effort.  Why is his overall strong performance with economy and f/p polls not higher?,en,Jokerma82637907
52,2022-03-29 20:48:41+00:00,@FoxNews So dad sends son to Ukraine to make $.  Dad makes $ too.  Country ends up going to war due to pipeline access.  Anytime US Attys want to investigate?!?????!!!!!!,en,max8mus
53,2022-03-29 20:41:02+00:00,"@FoxNews Hey Fox News I hate bullies leave @POTUS alone, leave Biden alone. Stop picking on him.  The man is feeling distraught because of what's happening in Ukraine do you not understand how Biden feels or you that cold? Then you should cease to be a journalist.",en,doomsdayseer
54,2022-03-29 20:30:11+00:00,"@FoxNews Wow what a moment! that`s what other`s said when they were killed in shellings from both sides. Only they are asking is that what is their fault in power tussle between US and Russia. Come on this could easily be averted, millions can be saved and used in constructive works ....",en,Parth68080916
55,2022-03-29 20:27:14+00:00,"@FoxNews The Mayor of Kyiv, the Ukrainian capital, blasts FOX News hosts Tucker Carlson and Candace Owens for supporting Russia’s deadly war, telling them, “You are part of this invasion. Blood is on your hands too!” RT IF YOU’RE WITH THE MAJOR OF KYIV!",en,david_nowlan
56,2022-03-29 20:26:46+00:00,"@FoxNews Ukraine does not need to stop anything! They should know he can't be trusted! He killed all the people trying to get out on supposedly safe roads. I hope Zelensky hasn't gotten stupid.""Rootin Tootin Pootin"" needs to die NOW! In the most horrible way possible!Don't trust",en,Kaitlinskylaris
57,2022-03-29 20:21:19+00:00,@FoxNews How many are in Russia 🤣 https://t.co/utg33JFB3F,en,life_scifi
58,2022-03-29 20:19:03+00:00,@FoxNews So dumb. This is the sensationalist bs the western media sites love to pedal. There’s people living thru hell in the east of Ukraine rn,en,h0td0gjpeg
59,2022-03-29 20:18:05+00:00,@FoxNews If he’s this worried about a virus that no one cares about maybe we should ship him off to Ukraine to help them fight. Then maybe he’d see there are bigger things to worry about.,en,ChargeSmoke
60,2022-03-29 20:17:44+00:00,@FoxNews Russia should demand payment in Skittles. A Skittle is worth about 3x the value of a ruble.,en,smirnoff_sprite
61,2022-03-29 20:03:48+00:00,@FoxNews Putin's unjust gratuitous war requires that he bear the full consequences. The only option is for U.S.&amp;NATO to arm Ukraine to the teeth with everything they need to defeat Putin themselves.\nPutin must lose the war!,en,JiQed
62,2022-03-29 20:00:58+00:00,@FoxNews @GOPLeader #ButHis7Hours we can’t afford to wait for #Republicans to care more about the USA than Russia.,en,blessnessman
63,2022-03-29 20:00:26+00:00,"@FoxNews How about those who are openly supportive of Putin, his war in Ukraine?  Like Tucker &amp; some GOP leaders?\n\nHow about Trump who can’t stop praising Putin?  Undermining Nato on Putin’s behalf?  Standing with Putin agst US Intel on Russian interference in US election?",en,ChanKobrick
64,2022-03-29 19:56:00+00:00,@FoxNews Fox is played in Russia by their State propaganda outlets. That's where those extra millions of viewers come from.....,en,Kasual_One
65,2022-03-29 19:54:37+00:00,@FoxNews I'm sure that Russia is funding the Democrats too. If I were a foreign power that hates America I'll be supporting Democrats.,en,escobless
66,2022-03-29 19:54:21+00:00,@FoxNews Putin will annex parts of Ukraine or declare them independent. Wether the war continues with Ukraine trying to win those territories back is up to the Ukrainian govt and people. If they continue fighting we should continue to supply them and keep sanctions in place.,en,fordjp
67,2022-03-29 19:53:54+00:00,@FoxNews @Brewer12Brewer It is stupid to throw your lives away for a government that doesn't care about you. The sooner Russia wins this thing the better.,en,fairhair_harold
68,2022-03-29 19:52:53+00:00,"@FoxNews UK is rockin it out in Birmingham for Ukraine tonight . C'mon US music , do your bit !",en,Vambo19
69,2022-03-29 19:52:07+00:00,@FoxNews We finally see the pictures of  Hillary meeting with the Russia agent https://t.co/56YqRyCjQ9,en,Ohons
70,2022-03-29 19:52:03+00:00,"@FoxNews Remember when Trump tried to hold back military aid to Ukraine unless Zelenskyy promised to lie about Joe Biden, to help Trump in the 2020 election?",en,atheist_in_nc
71,2022-03-29 19:49:18+00:00,@FoxNews so now just out american forces helping out in Ukraine - or are you helping putin? #FowNewsisBADforAmerica,en,margann63
72,2022-03-29 19:47:56+00:00,"@FoxNews LMAO Russia saved the ethnic Russians from the Nazi Ukrainians while the US and NGO's did everything they could to ""Gin-up"" the fight over NGO's profit futures.",en,DenbyCalvin
73,2022-03-29 19:46:58+00:00,@FoxNews The USA is not the decider in Russia's war to denazify and demilitarize Ukraine,en,xzr56
74,2022-03-29 19:45:15+00:00,"@FoxNews This war is between USA and Russia, Ukraine is only a battle field or proxy hence USA and its allies are so concerned even imposing sanctions in retaliation.",en,vvv000147
75,2022-03-29 19:41:42+00:00,"@FoxNews Ooh please,give us a break ukraine this ukraine that",en,NiggaonAHorsee
76,2022-03-29 19:41:15+00:00,@FoxNews Russia is not gonna back down? They will Re Group.,en,bolduc_b
77,2022-03-29 19:37:50+00:00,@FoxNews The legitimate Ukraine government was overthrown in 2014. I don't care what Russia does to defend themselves. https://t.co/iM7SSmncmW,en,Michael_S3XT0N
78,2022-03-29 19:37:25+00:00,@FoxNews Now is the time to backdoor Russia and attack. Defeat Russia now.,en,bolduc_b
79,2022-03-29 19:36:03+00:00,"@FoxNews @BlueBoxDave Wasn't trump the one giving Putin the a ok on Ukraine,and you're blaming who faux news",en,annie_burtch
80,2022-03-29 19:32:34+00:00,@FoxNews Biden has informed Putin you can have half of Ukraine sell your oil and the USA will pay to rebuild Ukrain.,en,caldwelljoseph4
81,2022-03-29 19:30:51+00:00,@FoxNews What about the Ukraine? 🤦‍♀️🤦‍♀️🤦‍♀️,en,KateyWaiteygirl
82,2022-03-29 19:30:44+00:00,"@FoxNews @BlueBoxDave The USR conflict is the biggest beneficiary, this is not about Ukraine but about America wanting to overthrow Putin and Russia. Biden accidentally said he wanted regime change, the White House was forced to clarify that statement, the US's intentions are very clear!!!!",en,ceplukman26
83,2022-03-29 19:29:34+00:00,"@FoxNews Of course, the Ukraine/Russia event is coming to an end....Daddy Biden will need something to blame.",en,Shelly54533945
84,2022-03-29 19:29:01+00:00,@FoxNews @BlueBoxDave As Fox news roots for Russia and tries to tear down the POTUS.,en,Mike01993740
85,2022-03-29 19:28:13+00:00,@FoxNews Sounds like a good time to infiltrate Russia. If we truly believe They need a power shift,en,BaySickMinds
86,2022-03-29 19:23:11+00:00,"@FoxNews @BlueBoxDave America has no intention of ending the conflict, he has never offered peace directly to Russia, the US is only thinking of sanctions to impose and weaken Russia, which definitely wants to overthrow Putin, like what happened to Sadam Hussein and Gaddafi.",en,ceplukman26
87,2022-03-29 19:17:31+00:00,@FoxNews @BlueBoxDave They were not “gaffs”.  President Biden spoke from his heart.  He said what everyone is thinking but don’t have the guts to stand up &amp; be counted.  I’ll say it: Putin needs to step down. Russia needs to pay restitution. 🇺🇦,en,m66089176
88,2022-03-29 19:15:30+00:00,"@FoxNews Keeping in mind the murderous Invasion by Putin’s Russia,DJ Trump should never again be the President of the United States of America!His attempted eventual dismantling of NATO,his constant badgering of friendly Western Allies while kissing Putin’s butt makes him unfit!",en,MSABbound
89,2022-03-29 19:13:15+00:00,@FoxNews Spoken like the generals that\n  “managed” the Viet Nam and Afghanistan wars. The United States has not won a war since 1945. Anyone care to ask General Keane what he means by “winning” the war between Ukraine and Russia?,en,JerryKbevens
90,2022-03-29 19:12:11+00:00,@FoxNews What's De Satan's stand on Ukraine?,en,JiQed
91,2022-03-29 19:11:50+00:00,@FoxNews Lol they cant sleep thinking abt Russia,en,HonourableMembr
92,2022-03-29 19:09:30+00:00,"@FoxNews Their not sending nothing, they don’t want to be involved, let go of this nato joining rubbish and stay independent, but from what you stired up, you’ll have to join Russia.\nNato only instigate to get your oil &amp; other resources .look at every county america has helped 🧐.!",en,lvsolja
93,2022-03-29 19:07:48+00:00,@FoxNews @BlueBoxDave Joe Biden is so dumb to admit Ukraine have troops in Poland &amp; US is training these Ukrainian soldiers in Poland before sending them to fight Russians in Ukraine &amp; this means that Poland is actively involved in the war and this may give Russia the excuse they need to attack Poland,en,dYu7vug97v2Qcqh
94,2022-03-29 19:07:22+00:00,@FoxNews Let’s see trumps opinion on Ukraine https://t.co/KtWkL3CqGg,en,JoshGnu
95,2022-03-29 19:07:05+00:00,@FoxNews I never took Russia to be that small they always seemed such a big army.even whenever I was in junior high during the Cold War,en,CDideverything
96,2022-03-29 19:06:54+00:00,@FoxNews Good time to invade Russia …..,en,DonaldMac77
97,2022-03-29 19:00:09+00:00,@FoxNews @TuckerCarlson @EricTrump @seanhannity @DonaldJTrumpJr @GETTRofficial \n..at the same time that he releases the information on how Russia helped put Trump in office in 2016 despite loosing the popular vote!\n\n“Trump calls on Putin to release dirt on Hunter Biden”,en,Dedeahf
98,2022-03-29 18:56:49+00:00,"@FoxNews @BlueBoxDave The real source(s) of our part of the problem in Ukraine: Manafort, tRump, Giuliani, Lutsenko, Firtash, Igor, Lev, Shokin, and Poroshenko.",en,AlanCaryLiddell
99,2022-03-29 18:55:54+00:00,@FoxNews I though ukraine winning the war though,en,KOHFIGHTS
100,2022-03-29 18:54:45+00:00,@FoxNews Screw Ukraine fix all the problems you created in the United States!,en,Gregthurston1
101,2022-03-29 18:53:52+00:00,@FoxNews Someone send him to Ukraine unarmed,en,guzman_indio
102,2022-03-29 18:52:54+00:00,@FoxNews His old retired ass can go suit up for Ukraine and win it for them.,en,HelloFr09967024
103,2022-03-29 18:49:08+00:00,@FoxNews If Trump were president he’d be sending weapons to Russia.,en,DavidHawley2
104,2022-03-29 18:42:37+00:00,@FoxNews What's De Satan's stand on Ukraine?,en,JiQed
105,2022-03-29 18:41:58+00:00,@FoxNews What's De Satan's stand on Ukraine?,en,JiQed
106,2022-03-29 18:41:58+00:00,@FoxNews It would mean that Russia has successfully screwed the US and her allies.,en,NomzamoCelia
107,2022-03-29 18:40:06+00:00,@FoxNews Russia would get more value if you paid them in Skittles than Rubles.,en,smirnoff_sprite
108,2022-03-29 18:35:10+00:00,"@FoxNews please stop the 24/7 Ukraine coverage.    There is other news !!!  Ghislaine, laptop, border, supply chain, banking!",en,cecic_piso
109,2022-03-29 18:21:07+00:00,"@FoxNews Law and order? Russia, if you’re listening … Do us a favor though … just find me 11,780 more votes … 1/6 be there, will be wild! https://t.co/5Mqlh35UD4",en,Renew2O22
110,2022-03-29 18:16:38+00:00,@FoxNews russia ain't scaling back crap.. dont fall for this!,en,PrnceVikas
111,2022-03-29 17:58:13+00:00,@FoxNews How did abramovich gave the note... He was neither in Ukraine or Russia...\nHe was in Israel where he has a citizenship that was given to him a while back...,en,Captain54672005
112,2022-03-29 17:57:15+00:00,@FoxNews this is a greeting from Ukraine to you! https://t.co/WkkOAB6vyS,en,OldPowerBeard
113,2022-03-29 17:55:12+00:00,@FoxNews Just Two collaborators collobaerating for Russia,en,bsbarkies
114,2022-03-29 17:46:00+00:00,@FoxNews Owned by Russia. Just like you!,en,CCCMDgirl365
115,2022-03-29 17:36:23+00:00,@FoxNews Sooo.....still using your ties with Russia. Any comment about Russian State TV broadcasting Fox News clips? Why are you spreading Russian propaganda?  Why are you siding with Russia over America?,en,Ghanima771
116,2022-03-29 17:27:19+00:00,@FoxNews The real 'national security risk' going on here is that Rand Paul just loves his 'Russia'.,en,PattyCa18904386
117,2022-03-29 17:16:33+00:00,"@FoxNews @TuckerCarlson If THIS man was your choice to run this country, the 25th Amendment CANNOT be justified for the man finally standing up against Russia, for American autonomy and who has re-united the world and resumed our place as a world leader! https://t.co/Fs1ssXQnwh",en,kenkircher1
118,2022-03-29 17:09:36+00:00,"@FoxNews Yeah that's great news to me, Putin should be ashamed of his actions in Ukraine.",en,Johnjames4JESUS
119,2022-03-29 16:54:26+00:00,@FoxNews How about why Putin's shot at Ukraine badly boomerang?,en,dkblue20
120,2022-03-29 16:49:30+00:00,"@FoxNews If they knew or even suspected Putin was planning on invading Ukraine, everybody should know  and preparations made. Instead of calling him a genius for developing such a great plan, and referring to our leaders as being DUMB. He knew and did NOTHING!!",en,Frankie13387978
121,2022-03-29 16:46:00+00:00,@FoxNews https://t.co/3l9UYZWEz8 Biden spent the day over the weekend with Refugees from Ukraine and not once did he throw paper towels at them.,en,CaraLee1221
122,2022-03-29 16:40:06+00:00,"@FoxNews Guess we'll just ignore the creeping of young Ukraine refugee women in Poland by Teleprompter Joe. It would have nice if someone had not let him so close, as it's cringe AF watching Old Joe touching and asking inappropriate questions. They had been through enough hell already.",en,DCRUSH1
123,2022-03-29 16:34:17+00:00,@FoxNews Russians Historically &amp; overwhelmingly think the Ukraine region has and always will be Russia! The Ukrainian/US Media propaganda machine doesn’t want to acknowledge the historical facts surrounding this War. I hate Putin but hate Propaganda from EITHER side worse.,en,JimmeReece
124,2022-03-29 16:31:19+00:00,@FoxNews @POTUS\n\n Armenia has sent their four SU-30 planes to Russia for the Ukraine war. I hope they will get heavy sanctions too @KimKardashian,en,VictorAUS2
125,2022-03-29 16:20:43+00:00,"@FoxNews I guess you want Trump in charge! He said last week if he was still president, he would just threaten to nuke Russia. If he did that Fox News &amp; Republicans would praise him for being strong and tough.",en,OuiZ16
126,2022-03-29 16:14:12+00:00,"@FoxNews OMG! Did Putin use nukes to take revenge for Biden's statement! Did he reinvade Ukraine? Did he punish the Russian people for listening to Biden? Tell me the truth, I can take it...😢",en,outlawbooster
127,2022-03-29 16:08:58+00:00,"@FoxNews “Ultimately, the oligarchs and strongmen will lose. Putin won’t succeed in subduing Ukraine, Trump won’t be re-elected president, and Carlson and his ilk won’t persuade Americans to give up on American ideals.”\nhttps://t.co/BRDMVhuJIH",en,10FathomLine
128,2022-03-29 16:05:58+00:00,"@FoxNews \nBusiness Insider\nWladimir Klitschko says Candace Owens and Tucker Carlson 'are part of this invasion,' citing their vocal opposition to helping Ukraine",en,ANNSISCO1
129,2022-03-29 15:58:35+00:00,@FoxNews Is he selling everything and packing up to go to Russia with Comrade Carlson?,en,Arianna66260401
130,2022-03-29 15:56:15+00:00,@FoxNews @IvankaTrump Who the hell cares. Seriously. With the amount of damage that her father did to Ukraine and NATO? I could not give one damn what that family has to say or what they do. All of them need to be in jail for the crimes they’ve committed with the American people’s money.,en,SRayCassedy
131,2022-03-29 15:55:25+00:00,@FoxNews @TuckerCarlson Putin/Russia American Propaganda Minister has thoughts.,en,jcullity2
132,2022-03-29 15:47:11+00:00,"@FoxNews Zelensky was promoted by Ukranian oligarch, head of Ukranian Burisma oil company, who hired Hunter Biden and was paying Joe Biden. So as long as corrupted American puppets run Ukraine and threaten Russia at the same time - there won’t be peace. Fire corrupted US elites = peace!",en,KateMatreshka
133,2022-03-29 15:44:46+00:00,"@FoxNews Russia is not moving away until all demand are agreed upon. They would not attack Kiev or Chernigov whole talks are at place. That is it. I used to believe Fox. Now they are as bad as CNN. Except for Tucker. Ukranian officials are criminals, citizens don’t trust them.",en,KateMatreshka
134,2022-03-29 15:42:32+00:00,"@FoxNews Yesterday Foxnews was reporting that Russia poisoned Abramovich, today Foxnews is reporting that Abramovich is Putin’s ally. You guys need to decide which way you are going to lie consistently, otherwise EVERyONe sees how much you lie and make up staff. As with this article.",en,KateMatreshka
135,2022-03-29 15:37:32+00:00,@FoxNews This looks like Fox News loves Putin  They look for anything to denigrate our president in support off Putin Fox News should be working for Russia state news,en,wilfred56
136,2022-03-29 15:25:58+00:00,"@FoxNews @TuckerCarlson Of the stupid, asinine things #TuckyoRose has said, this is near the top. Sure, let's kick out the guy who is leading the world against Putin, who is now signaling that he is pulling back in Ukraine. #TuckerCarlsonRussianAsset",en,CuFarlay
137,2022-03-29 15:23:40+00:00,"@FoxNews It wasn’t a gaffe, he didn’t say we’re removing him militarily. He said it will be difficult for a relationship to exist between America and Russia, as long as Putin’s the leader of Russia.",en,mike_mcclatchy
138,2022-03-29 15:22:11+00:00,@FoxNews The war showed that Turkey is a solid and true ally. Turkey supplies Ukraine with weapons and is doing its best for peace. thank you Turkey,en,simge_gule
139,2022-03-29 15:20:00+00:00,@FoxNews Wake up America! You are playing into Putin's hands and enabling him to carry out genocide in Ukraine.,en,shootindarts
140,2022-03-29 15:19:48+00:00,@FoxNews Wake up America! You are playing into Putin's hands and enabling him to carry out genocide in Ukraine.,en,shootindarts
141,2022-03-29 15:16:34+00:00,"@FoxNews The scenario of the US &amp; the West wants to use Ukraine as a chess piece on the world geopolitical power chessboard, to weaken Russia, but this scenario has backfired as their country &amp; people must  suffer &amp; spread worldwide with security &amp; economic instability.",en,CzCuong
142,2022-03-29 15:13:47+00:00,@FoxNews That is so California …\nWish the state would just break off n float away maybe into Russia .\nThat would be great viewing !\nCalifornians under Putin,en,BoomerRaul911
143,2022-03-29 15:08:11+00:00,@FoxNews Rand Paul went to Russia an July fourth. America knows who’s a security risk. Shame on you all.,en,mwritter
144,2022-03-29 15:07:00+00:00,"@FoxNews it doesn't matter, what you say about Putin even if paranoid, he's busy fighting in Ukraine'",en,JanaMirh1
145,2022-03-29 14:53:20+00:00,"@FoxNews The only reason why Russia is pulling back troops near Kyiv, is because they're sending in 1,000 mercenaries in, to try and kill Zelensky. Plus, they don't want them to kill Russians!",en,KristynSicilia1
146,2022-03-29 14:50:57+00:00,"@FoxNews No matter what Russia's ""peace keepers"" say, it's important for Ukraine not to let up attacking the invading military forces, be they on the offensive or in retreat. Putin will only truly stop his advance when he doesn't have an active army with which to threaten other countries.",en,IBF_007
147,2022-03-29 14:48:51+00:00,"@FoxNews Thanks for reminding us that Trump illegally withheld military aid from Ukraine and tried to extort Zelensky into manufacturing dirt on Biden. He also praised Putin as a ""genius"" for invading and killing all those kids.",en,DiogenesLamp0
148,2022-03-29 14:47:56+00:00,@FoxNews @IngrahamAngle Why are Republicans so worried about making Putin mad? He has a hit squad in Ukraine looking to murder President Zelenskyy.,en,OuiZ16
149,2022-03-29 14:45:13+00:00,@FoxNews He also heard “regime change” when Ukraine wanted to join NATO. People like Putin live and breathe the fear of “regime change” in their every waking hour.,en,AtlanteanFriday
0,2022-03-30 23:43:22+00:00,@FoxNews She needs to retire or move to Russia,en,SOCIALASS3
1,2022-03-30 23:42:23+00:00,"@FoxNews @IngrahamAngle “I went in yesterday and there was a television screen, and I said, 'This is genius.' Putin declares a big portion of the Ukraine -- of Ukraine. Putin declares it as independent. Oh, that's wonderful.""  Donald J Trump.   This better???????",en,JSB01219230
2,2022-03-30 23:37:05+00:00,@FoxNews stations and satellite cities and the creation of a demilitarized zone around Ukraine's nuclear facilities. The IAEA should promote this and call on the Russian Federation to cease all actions against Ukrainian nuclear facilities and immediately restore full control of Ukraine,en,KathleenKleinb1
3,2022-03-30 23:36:55+00:00,"@FoxNews implementing the IAEA Board of Governors' decision on the possibility of implementing security measures at Ukraine's nuclear facilities of March 3, 2022, especially items 3 and 4 to ensure the transfer of control over the captured ZNPP and Chernobyl to Ukraine. territories of",en,KathleenKleinb1
4,2022-03-30 23:32:29+00:00,"@FoxNews Meanwhile, in that place called reality, Russia wants to invade us, the Chinese have a couple of billion that they could call collateral damage to accomplish the same. And for us, we can’t figure out which bathroom to use. Wake up.",en,Rozo1414
5,2022-03-30 23:19:50+00:00,"@FoxNews Russia calls for its ""#Partner Trump"" to be installed as President &amp; only approves of FOX.\n\nTrump calls for Russia to help him politically &amp; only approves of FOX. \n\nAll this while Russia commits war crimes through a brutal, unprovoked invasion of Ukraine.",en,RobCoolidge1
6,2022-03-30 23:13:44+00:00,@FoxNews Is Russia going to involve themselves in this election too? Where's your reporting on Trump asking Putin for help &amp; the FSB admitting their involvement in the 2016 election?,en,TotesMcgoates
7,2022-03-30 23:05:19+00:00,@FoxNews Omg @FoxNews is so anti-american its crazy. If this news was coming out or Iraq or Iran or Russia would you all still love it and think they are amazing!? No? Well guess what 😂😂😂🤔,en,Atsusnaaaaiiiii
8,2022-03-30 23:02:58+00:00,"@FoxNews @IngrahamAngle Hey, Fox, you covering TFG asking Putin for dirt on Hunter Biden, still? While he's invading Ukraine? JFC 😪",en,pmharland10661
9,2022-03-30 22:59:22+00:00,"@FoxNews There are only two feelings in Russia - hatred for Ukraine 70%, fear of the KGB 99%",en,Visero
10,2022-03-30 22:54:09+00:00,@FoxNews Let's talk about Donald Trump asking Russia for information they supposedly have on Hunter. The ex POTUS asking Russia for a favor.  Let's talk about Trump's obvious ties to Putin.  Insane.,en,Williepeoples6
11,2022-03-30 22:49:38+00:00,@FoxNews Why does the Kremlin call Trump Russia’s “partner”?,en,ColdCaseThreads
12,2022-03-30 22:44:14+00:00,"@foxnews your Country Russia State TV sounds just like you, #russianstateruntv https://t.co/8VqGZqPCCn",en,irishgirlgrace
13,2022-03-30 22:44:08+00:00,"@FoxNews As I have said again and again, China and Russia want to lead the world, defeating the USA.",en,CobblerMelt
14,2022-03-30 22:41:01+00:00,"@FoxNews Keeping the donations from Russia though, right?",en,teejay2869
15,2022-03-30 22:40:37+00:00,@FoxNews With @TheDemocrats its either Russia's fault or Trumps fault.,en,MrAndyGets
16,2022-03-30 22:40:32+00:00,"@FoxNews Small government in action. How do either of these things help gas, inflation, immigration, the war in Ukraine?",en,JohnBrown1858
17,2022-03-30 22:39:37+00:00,@FoxNews He could be in debt to Ukraine from Hunter? Maybe Ukraine is strong arming the president? Either way… money down the drain,en,Nathan83
18,2022-03-30 22:39:31+00:00,@FoxNews Who's surprised 😂😂. I know believe we now are close to Russia on State Run Media. Sad,en,Jasmine060512
19,2022-03-30 22:38:47+00:00,@FoxNews No one supports Ukraine invasion&gt;Everyone supports Ukraine&gt;Putin must pay retribution&gt;Europe must do more to defend themselves. These are complex geopolitical issues with no easy or clear path. Ppl blame Trump/Biden; however do so w/o understanding the big picture.,en,OfnirakaOdin
20,2022-03-30 22:38:01+00:00,"@FoxNews Ultimate example of entitlement when you refuse to leave a venue where you were a embarrassment to yourself, your profession and non-violent people of the world. Ukraine is being destroyed and he loses about wife's bald head. Self centered",en,Jasmine060512
21,2022-03-30 22:35:50+00:00,@FoxNews. This is Nothing to be proud of.\n\nRussian foreign minister praises Fox News coverage of war in Ukraine https://t.co/jySGAbhmTG,en,fergusonvicki22
22,2022-03-30 22:26:50+00:00,@FoxNews when do texas and florida declare themselves part of russia?,en,DaJuice411X
23,2022-03-30 22:14:02+00:00,"@FoxNews Twisted!  Without Biden and the NATO Alliance Ukraine has no chance of winning, which they have been doing.  Gen. Keane should live up to his military rank, speak truthfully and make a logical analysis of the facts.",en,ezautoleasesale
24,2022-03-30 22:13:52+00:00,@FoxNews Biden won't let Putin sign until every American is driving a battery operated vehicle (at Ukraine's expense)!!!,en,LincolnVAMotto
25,2022-03-30 22:13:43+00:00,@FoxNews @gen_jackkeane @TreyYingst @MikeTobinFox  You funny guys!! “ Putin doesn’t  know that things are going badly in Ukraine!!!!!”  Yeah.. Putin doesn’t watch the world news ?? You are all either Morons or Unbelievably misinformed by the State dept lol🤣🤣🤣,en,JimmeReece
26,2022-03-30 22:13:03+00:00,"@FoxNews Gen. Keanu Stop blowing smoke up my ass, Trump tried to prepare Ukraine for Russian invasion by strong-arm Ukraine for dirt on his opponent the guy that withheld military defensive equipment,the Guy that has outstanding loans with Russian banks,is beholden to Russia and Putin !! https://t.co/imN1JeMIxt",en,marinepatriot11
27,2022-03-30 22:12:29+00:00,@FoxNews I’ve been very impressed by the exemplary work done by both @AlexHoganTV and @aishahhasnie in regards to the tragedy unfolding in both Ukraine and Poland. Real honest journalism! Thank you.,en,ghanshaw627
28,2022-03-30 22:10:55+00:00,"@FoxNews They only want to prolong this war from what’s buzzing around so that it “weaken’s” the Russian’s supply and defenses.  In the meantime, “our” “President” is in la la land as our nation is crumbling, war in Ukraine, Canada and the trucker’s, spike in inflation, spike in gas, etc",en,JuliaTobiason
29,2022-03-30 22:10:31+00:00,"@FoxNews Stop blowing smoke up my ass, Trump tried to prepare Ukraine for Russian invasion by strong-arm Ukraine for dirt on his opponent the guy that withheld military defensive equipment,the Guy that has outstanding loans with Russian banks,is beholden to Russia and Putin !! https://t.co/wfkSfVqFEX",en,marinepatriot11
30,2022-03-30 22:10:09+00:00,@FoxNews The problem is to do a deal where Putin saves face in Russia and the world . A deal that will make his decision look sain.,en,dhowes3
31,2022-03-30 22:08:13+00:00,"@FoxNews @FoxNews let’s be fair here, @POTUS supports Ukraine 🇺🇦 hates Putin, even went out of script.",en,svstoic
32,2022-03-30 22:04:39+00:00,"@FoxNews This is what Fox uses its airtime for while war rages in the Ukraine, Trump erases his phone records from the insurrection, and other real issues.  Fox is nothing but anti American propaganda.",en,HerbertHerzog3
33,2022-03-30 22:02:25+00:00,@FoxNews @dbongino F Russia! Sorry if he hurt Putin's feelings,en,surecantpickem
34,2022-03-30 21:59:17+00:00,"@FoxNews The worse Putin's illegal war in Russia goes, the more you're going to hear about ""but Hunter's Laptop!""\n\nI can't imagine why..",en,Laurenciamata
35,2022-03-30 21:59:08+00:00,@FoxNews Biden colluding with Russia.,en,zuko7381
36,2022-03-30 21:59:02+00:00,@FoxNews This is b/c Russia has found evidence against him &amp; his group of punks. US’s rhetoric will turn drastically from here forward.,en,Emma8Baxter
37,2022-03-30 21:56:19+00:00,@FoxNews So booming that he’s begging for clot shot money and then turns around and sends money to Ukraine,en,kdeming64
38,2022-03-30 21:55:23+00:00,"@FoxNews In fact there are now trillions of $ in damage to Ukraine 🇺🇦 caused by Putin’s invasion, and crushing damage. Millions homeless. Zelenskyy needs to take a hard line seeking war reparations from Russia in ANY peace agreement. All territory returned to #Ukraine @POTUS @StateDept",en,growglobal1
39,2022-03-30 21:52:22+00:00,@FoxNews Biden has a pack with Putin - Biden gives Ukraine to Russia which makes fuel go higher and Biden looks like he wins on climate change.  Just like Dems got China to release virus so Dems would win White House...,en,LincolnVAMotto
40,2022-03-30 21:51:34+00:00,@FoxNews The war in Ukraine must be ending soon. There pops Fauci's head.,en,HP2517489535
41,2022-03-30 21:49:36+00:00,@FoxNews @iamwandasykes @chrisrock People are over the slap. \nThere are people DYING in Ukraine!!!,en,LincolnVAMotto
42,2022-03-30 21:42:09+00:00,"@FoxNews Biden keeps bragging about the amount of humanitarian aid he's sending Ukraine. Food, water and taking care of refugees will not save the country. By his slow inefficient action this has heightened the humanitarian crisis instead of saving Ukraine.",en,mgmjan_marty
43,2022-03-30 21:39:38+00:00,@FoxNews Zelensky &amp; Ukraine has Biden's support. It has been said &amp; shown repeatedly. This silly commentary is not helpful.,en,LilHulkQ
44,2022-03-30 21:39:35+00:00,@FoxNews You figure the money the Biden's received from Russia.. and the Clinton's have received it may be in their best interest for Putin to win and expose behind the door dealings.,en,clarkecrew1
