,Date,text
7953,2022-01-25 08:30:02+00:00,"In Opinion

Japan embraced the science of the coronavirus early, writes Hitoshi Oshitani, a professor of virology. http"
7954,2022-01-25 08:00:10+00:00,Here's a look at some of the highlights worth watching from late-night TV. http
7955,2022-01-25 07:30:08+00:00,The latest crop of alcohol-free sparkling rosés take away the hangover but leave plenty for wine lovers to enjoy. http
7956,2022-01-25 06:30:05+00:00,"Three federal judges threw out Alabama’s congressional map and ordered state lawmakers to redraw the lines. “Black voters have less opportunity than other Alabamians to elect candidates of their choice to Congress,” the panel of judges wrote. http"
7957,2022-01-25 06:00:11+00:00,"With several missile launches this month, the North Korean leader Kim Jong-un is drawing attention at a time when the world can least afford the instability. http"
7958,2022-01-25 05:30:06+00:00,"Elio's, a restaurant in Manhattan, said it was investigating after Sarah Palin, who's not vaccinated against the coronavirus, dined indoors there on Saturday despite a city vaccine mandate. She tested positive for the virus on Monday. http"
7959,2022-01-25 05:00:09+00:00,California's progress on ambitious climate change goals and policies is threatened by a nasty fight between rival camps in the energy industry. At stake is whether the state can reach its goal of 100% clean energy by 2045. http
7960,2022-01-25 04:40:03+00:00,"In Opinion

Dr. Ashish Jha and Emily Oster talk to Kara Swisher about everything from medical misinformation and the Biden administration’s pandemic responses to the costs of rapid testing. Listen to this week’s episode of “Sway.” http"
7961,2022-01-25 04:20:04+00:00,"Seven school districts in Virginia sued Gov. Glenn Youngkin on Monday, objecting to his executive order overruling their mask policies and making the wearing of masks optional in public schools. http"
7962,2022-01-25 04:00:13+00:00,"The spread of the Omicron variant could help set the stage for the pandemic to transition from overwhelming to manageable in Europe this year, a top official said on Monday. In the U.S., where vaccination rates are lower, there are bigger hurdles. http"
7963,2022-01-25 03:40:04+00:00,"The military seized power in Burkina Faso on Monday, ousting the country’s democratically elected president after mutinous soldiers stormed his home. http"
7964,2022-01-25 03:20:04+00:00,"Prime Minister Scott Morrison’s WeChat account is now in the control of a Chinese electronics company, which said it bought the account legitimately. Some Australian politicians have described it as a hijacking. http"
7965,2022-01-25 03:00:10+00:00,A New York judge ruled that the state’s indoor mask mandate is unconstitutional and can’t be enforced. The attorney general’s office plans to appeal. http
7966,2022-01-25 02:40:05+00:00,The trial of three former Minneapolis police officers who were at the scene of George Floyd’s death began on Monday. They are accused of violating Floyd’s civil rights by failing to intervene when they saw Derek Chauvin using excessive force. http
7967,2022-01-25 02:20:06+00:00,"In Rep. Ro Khanna’s new book “Dignity in a Digital Age,” the California Democrat proposes sweeping fixes for what, in his view, ails America: too much wealth concentrated in too few hands, and too many digital jobs crowded into a handful of tech hubs. http"
7968,2022-01-25 02:00:08+00:00,"The National Archives has turned over to the Jan. 6 committee a large batch of documents that Donald Trump had sought to keep out of the panel's hands, citing executive privilege. Here's what we know about the material. http"
7969,2022-01-25 01:40:06+00:00,"Julian Fellowes chased his new series, “The Gilded Age,” for a decade. Call it his white whale. ""Beginning Monday on HBO, you can watch it drag him and a large, talented cast beneath the waves,"" @user writes.
http"
7970,2022-01-25 01:20:05+00:00,"Jonathan Freeman first voiced the Disney villain Jafar in the animated “Aladdin” movie back in 1992, and then went on to originate the role in the Broadway production in 2014, playing the role for eight years until Sunday night.
http"
7971,2022-01-25 01:00:04+00:00,"President Biden directed an under-the-breath expletive on Monday toward Peter Doocy, the White House correspondent for Fox News, that was amplified by a live microphone onto screens around the world. http"
7972,2022-01-25 00:40:06+00:00,"Amy Schneider surpassed Matt Amodio's 38-game streak on ""Jeopardy!"" on Monday. She now has the second-highest number of consecutive wins in the show's history. http"
7973,2022-01-25 00:20:06+00:00,"Three firefighters were killed on Monday, and another was critically injured, after part of a building collapsed as they battled a blaze at a vacant Baltimore rowhouse, trapping them inside, the authorities said. http"
7974,2022-01-25 00:00:09+00:00,"Lashawn McNeil, the man who the NYPD said shot and killed one officer and critically wounded another last week, died on Monday, officials said. The officers were responding to a domestic incident at McNeil's mother's house Friday when he ambushed them. http"
7975,2022-01-24 23:45:05+00:00,"“I am angry, I am afraid.”

Gang Chen, an MIT scientist, was accused of hiding his links to China. The charges were dismissed, but he said the damage — to him, and to American science — has lingered. http"
7976,2022-01-24 23:30:11+00:00,"Yes, reusing an N95 or a KN95 mask is safe, according to the CDC and experts interviewed by @user Here's how to properly reuse your disposable masks. http"
7977,2022-01-24 23:20:05+00:00,"A judge in Wisconsin on Monday lifted an order that had temporarily blocked seven employees of ThedaCare, a major regional hospital system, from leaving for new jobs with another health care network until it could find people to replace them. http"
7978,2022-01-24 23:05:58+00:00,A request for a special grand jury was approved in the criminal inquiry into Donald Trump’s attempts to overturn Georgia’s 2020 election results. http
7979,2022-01-24 22:30:14+00:00,"Health experts warn Covid will remain a part of life after the increase of cases passes. On Monday, California leaders started rolling out a plan to treat coronavirus like measles and whooping cough  — starting with vaccine requirements for schoolchildren. http"
7980,2022-01-24 22:15:02+00:00,This is not your ordinary bananas Foster recipe 🍌 http
7981,2022-01-24 22:10:44+00:00,"Breaking News: Sheldon Silver, the former New York State Assembly leader whose career was undone by a 2015 corruption conviction, has died at 77. http"
7982,2022-01-24 21:45:09+00:00,"A Connecticut financial adviser lost his job at Merrill Lynch after he was seen on video throwing a smoothie at a shop worker and calling her an ""immigrant loser."" His lawyer said he was upset after his son had a severe allergic reaction to a drink. http"
7983,2022-01-24 21:20:06+00:00,"Before the March trial of the men accused of plotting to kidnap Gov. Gretchen Whitmer of Michigan, prosecutors and defense lawyers are examining more than 1,000 hours of secretly recorded conversations — and arguing over the roles of those who took them. http"
7984,2022-01-24 21:12:04+00:00,"Breaking News: The S&amp;P 500 rallied after touching correction territory earlier today, erasing a nearly 4% drop and ending the day with a slight gain. http"
7985,2022-01-24 21:10:09+00:00,"The pandemic's setbacks to the education of millions of children globally are ""nearly insurmountable,"" the UN said in a report. ""Just reopening schools is not enough,"" a UNICEF official said. ""Students need intensive support to recover lost education.” http"
7986,2022-01-24 21:07:18+00:00,"Elio’s, a restaurant in Manhattan, said it was investigating after Sarah Palin, who's not vaccinated against the coronavirus, dined indoors there on Saturday despite a city vaccine mandate. She tested positive for the virus on Monday. http"
7987,2022-01-24 21:00:12+00:00,Hippos are hard to study. So researchers are starting to decipher how they communicate with one another — by playing a variety of recordings of “wheeze honks” to pods of them. http
7988,2022-01-24 20:46:07+00:00,"Breaking News: New York City will bring back a police anti-gun unit that was disbanded in 2020, Mayor Eric Adams said, as part of a plan to fight gun violence. http"
7989,2022-01-24 20:40:08+00:00,"In a major pivot for the Biden administration, 8,500 American troops have been put on “high alert” for possible deployment to Eastern Europe, the Pentagon said on Monday, as NATO and the U.S. brace for a possible Russian invasion of Ukraine. http"
7990,2022-01-24 20:30:09+00:00,Kansas City and Buffalo combined to score 25 points in the last two minutes of the fourth quarter of their NFL playoff showdown — the most scored in the last two minutes of regulation in any playoff game and the second most in any game since at least 1966. http
7991,2022-01-24 20:15:03+00:00,"Breaking News: Cash payments for low-income mothers increased brain function in babies, a study found, with potential implications for U.S. safety net policy. http"
7992,2022-01-24 20:10:06+00:00,"In “Lost in the Valley of Death,” Harley Rustad evolves the story of Justin Alexander Shetler, an American trekker who disappeared on a pilgrimage in India, and pushes him “beyond his white-lib entitlement into a technicolor mystery,” our reviewer writes. http"
7993,2022-01-24 20:00:20+00:00,"Old-fashioned, inefficient light bulbs are still widely sold at dollar stores, boosting manufacturers’ profits but hurting poorer households. http"
7994,2022-01-24 19:58:16+00:00,"Breaking News: The Webb telescope reached its final stop a million miles from Earth, and will now prepare to study light from the beginning of time. http http"
7995,2022-01-24 19:45:04+00:00,California's progress on ambitious climate change goals and policies is threatened by a nasty fight between rival camps in the energy industry. At stake is whether the state can reach its goal of 100% clean energy by 2045. http
7996,2022-01-24 19:30:17+00:00,"In Opinion

""Everywhere in New Orleans there are remnants of the trade in human flesh and the transport of unfree Black people,"" Imani Perry, a professor, writes in a guest essay. ""Maybe that's why New Orleans is a place to drink oneself to distraction."" http"
7997,2022-01-24 19:20:07+00:00,"The Wall Street sell-off on Monday pushed the S&amp;P 500 into correction, a term for a significant decline from a recent high. Here's what it means — and why it serves as a signal that investors have turned more pessimistic about the market. http"
7998,2022-01-24 19:10:08+00:00,"The police officers implicated in the killing of George Floyd were all criminally charged by the state of Minnesota. But the federal trial of three of them, which began today, won't put them in ""double jeopardy."" Here's why. http"
7999,2022-01-24 19:00:09+00:00,"A 22-year-old Kenyan man, who was found in the front wheel section of a cargo plane that landed on Sunday morning, likely boarded the plane in Nairobi, where it stopped on the way to Amsterdam from Johannesburg, a Dutch military police spokesman said. http"
8000,2022-01-24 18:40:09+00:00,"What has it been like to live as one of the guys from “Jackass”? Jason Acuña knows best. No one has spent more time doing it. For @user @user went skateboarding with the ""Jackass"" star better known as Wee Man. http"
8001,2022-01-24 18:37:02+00:00,"The S&amp;P 500 fell more than 2.3% by midday on Monday, headed for its biggest drop since in a year, as Wall Street was hit with another wave of selling. http"
8002,2022-01-24 18:35:03+00:00,"The military in Burkina Faso announced it was seizing power on Monday, suspending the Constitution and ousting the country’s democratically elected president hours after mutinous soldiers surrounded his home. http"
8003,2022-01-24 18:20:27+00:00,"Where’s the next big thing from Silicon Valley? The hype machine has long been accused of churning ahead of reality. But in recent years, the tech industry’s critics have noticed that its biggest promises seem further and further on the horizon. http"
8004,2022-01-24 18:00:11+00:00,"Three states and the District of Columbia sued Google on Monday, claiming that the tech giant misled users by continuing to track the location information of those who had changed their privacy settings to prevent the data collection. http"
8005,2022-01-24 18:00:11+00:00,"""There’s a mystery here that someone has to figure out."" Thirteen of Omicron’s mutations should have hurt the variant’s chances of survival. Instead, they worked together to make it thrive. Scientists are still trying to understand why. http"
8006,2022-01-24 17:50:01+00:00,"Surgery to remove cataracts, which cause the eye’s normally clear lens to become cloudy, can restore vision almost instantaneously. But new research suggests it may have another benefit: a reduced risk for Alzheimer’s disease and other forms of dementia. http"
8007,2022-01-24 17:40:05+00:00,"Bob Dylan's entire recorded music catalog has been sold to Sony Music, including all his previous albums and “the rights to multiple future release,” the company announced on Monday. http"
8008,2022-01-24 17:30:17+00:00,"In Opinion

“How can it be that in this era of heightened sensitivity to every kind of hatred,” Bret Stephens writes, “there’s so much caviling, caveating and outright denying when it comes to calling out bias aimed at Jews?” http"
8009,2022-01-24 17:25:00+00:00,"1/ What would you ask yourself in a year? That’s what the Headway team wants to know.

Here’s why they’re asking… http"
8010,2022-01-24 17:20:04+00:00,"In Opinion

""I knew right there it was time to stop relying on the Boys to get across,"" Josh Max, a musician and author, writes in a guest essay. ""'No more Beatles,' I vowed, 'just be yourself.' And so I began the process of turning them loose in my head."" http"
8011,2022-01-24 17:15:08+00:00,"The ""Encanto"" soundtrack returned to No. 1 on Billboard’s album chart this week, beating out competition from the Weeknd, Gunna and the Lumineers. This is the second time ""Encanto"" has topped the chart. http"
8012,2022-01-24 17:00:19+00:00,"Healthy eating research often focuses on physical health. But nutritional psychiatry studies how foods make us feel.
Leafy greens, colorful fruits and dark chocolate are among the foods that may help brain health, nutritional psychiatrists say. http"
8013,2022-01-24 16:50:04+00:00,"Derek Chauvin is not on trial anymore, but his presence will be felt throughout the federal trial of the three officers who were with Chauvin when he murdered George Floyd. He could be called to testify, but experts say that is a remote possibility. http"
8014,2022-01-24 16:40:05+00:00,"The pandemic is entering a ""new phase"" globally, and the rapid spread of the Omicron variant offers ""plausible hope"" for a return to normalcy in the months ahead, a top WHO official said. His comments echoed the optimism of other experts around the world. http"
8015,2022-01-24 16:30:04+00:00,"Sarah Palin has tested positive for the coronavirus, forcing the delay of her defamation trial against The New York Times, which was set to begin with jury selection on Monday morning. Palin is not vaccinated, the judge in the case said. http"
8016,2022-01-24 16:10:28+00:00,"Forecasters have slashed their estimates for economic growth in the first three months of 2022, as economic disruptions from the Omicron wave are making a post-pandemic normal ever more elusive. http"
8017,2022-01-24 15:55:09+00:00,The trial of three former Minneapolis police officers for their role in the death of George Floyd begins today. It will focus on a crucial issue in U.S. policing: the duty of officers to intervene against fellow officers when they witness misconduct. http
8018,2022-01-24 15:50:11+00:00,Breaking News: Seven Virginia school districts filed a lawsuit over Gov. Glenn Youngkin’s executive order to make masks optional in public schools. http
8019,2022-01-24 15:35:09+00:00,"Following a wild weekend in the NFL, perhaps the biggest shock is this: Jimmy Garoppolo is one plane ride and 60 minutes of game time away from his second Super Bowl appearance in three seasons.

Here's what else we learned from the weekend's games. http"
8020,2022-01-24 15:30:15+00:00,"Syrian-Kurdish forces backed by the U.S. said they regained control of part of a prison in Syria that ISIS fighters had held since an attack on Friday. About 300 fighters surrendered, the regional force said. http"
8021,2022-01-24 15:11:46+00:00,"Breaking News: Wall Street’s losing streak stretched into a fourth week, and the S&amp;P 500 has fallen 10% since early January.
http"
8022,2022-01-24 15:00:18+00:00,"In Opinion

“I try to steer clear of foreign policy, but I was shocked that the president didn’t seem to have a good answer on the Russia-Ukraine issue,” Gail Collins tells Bret Stephens in their latest conversation.
http"
8023,2022-01-24 14:49:35+00:00,"Breaking News: The U.S. Supreme Court agreed to decide whether race-conscious admissions programs at Harvard and the University of North Carolina are lawful, putting the fate of affirmative action in higher education at risk.
http"
8024,2022-01-24 14:45:04+00:00,"The U.S. Air Force intervened to repel “multiple inbound threats during an attack near Abu Dhabi,” the capital of the UAE, it said. The attack came amid an escalation of tensions between the Gulf nation and the Iran-backed Houthi rebels in Yemen.
http"
8025,2022-01-24 14:40:04+00:00,Sarah Palin’s libel case against The New York Times begins on Monday. The trial comes at a time when those who argue that news outlets should pay a higher price for getting something wrong have become more emboldened. http
8026,2022-01-24 14:35:02+00:00,"The Broadway production of “Harry Potter and the Cursed Child” fired the actor playing Harry Potter, citing unspecified concerns about his conduct after an investigation of a complaint by Diane Davis, the actress playing his wife, Ginny.
http"
8027,2022-01-24 14:30:08+00:00,"The pandemic is entering a “new phase,” and the rapid spread of the Omicron variant offers “plausible hope” for a return to normalcy in the months ahead, the WHO said.
http http"
8028,2022-01-24 14:15:08+00:00,"The State Department ordered family members of U.S. Embassy personnel in Kyiv, Ukraine, to leave the country amid increasing concerns about a possible Russian invasion. http"
8029,2022-01-24 14:00:11+00:00,"The recent wave of Covid infections, fueled by Omicron, may show signs of receding in the U.S., Dr. Anthony Fauci said. But he warned that the surge has not yet peaked in some parts of the country and that people should not let their guard down.
http"
8030,2022-01-24 13:50:05+00:00,"Michel Butros al-Jisri, 90, is one of only three known Christians who remain in the Syrian city of Idlib. The once-vibrant Christian community, like many of others in the Middle East, appears headed for extinction. http"
8031,2022-01-24 13:40:03+00:00,"Marieke Vervoort was a champion athlete from Belgium with a progressive disease. When she retired, she spoke of her desire to undergo euthanasia.

The photojournalist who captured the end of Vervoort’s life tells her story on today’s episode of The Daily. http"
8032,2022-01-24 13:30:09+00:00,"The march of terrible news in New York has felt dizzying. In dozens of interviews around the city, New Yorkers described a new and deep unease at what looks like an erosion of the sense of security they felt before the pandemic. http"
8033,2022-01-24 13:25:03+00:00,"A man was found in the front wheel section of a cargo plane that landed in Amsterdam from Johannesburg via Nairobi, the Dutch police said. The man is currently in the hospital and able to communicate, the authorities said.
http"
8034,2022-01-24 13:19:06+00:00,"Pope Benedict XVI said he had been at a 1980 meeting about a priest accused of pedophilia, contradicting a previous statement he made to a law firm investigating how allegations of clerical sexual abuse had been handled when he was an archbishop.
http"
8035,2022-01-24 13:10:04+00:00,"Prime Minister Boris Johnson of Britain, under mounting pressure, ordered an inquiry into an allegation of Islamophobia within his government, after a former minister said that she had lost her job in part because of her “Muslimness.”
http"
8036,2022-01-24 13:00:07+00:00,Mayor Eric Adams won New Yorkers' votes on a platform of bringing down crime. The killing of a police officer on Friday in Harlem has increased pressure on him to do something substantive to improve public safety. http
8037,2022-01-24 12:50:05+00:00,"An English council is seeking someone to run the solitary pub on Piel Island, off the country’s northwest coast. Tradition holds that the new landlord will become the island’s king or queen — with a coronation that involves a shower of beer. http"
8038,2022-01-24 12:40:05+00:00,"Amid growing fears of a potential Russian military intervention in Ukraine, NATO members are putting their forces on standby and sending additional ships and fighter jets to Eastern Europe.
http"
8039,2022-01-24 12:34:07+00:00,"The pandemic is entering a “new phase,” and the rapid spread of the Omicron variant offers “plausible hope” for a return to normalcy in the months ahead, the WHO said.
http"
8040,2022-01-24 12:28:04+00:00,"When George Floyd was murdered, Derek Chauvin wasn’t the only police officer on the scene. The upcoming trial of three former officers, accused of failing to intervene, highlights a problem in policing: officers who don’t act when they see misconduct.
http"
8041,2022-01-24 12:15:07+00:00,"In Opinion

""This time, Mr. Putin’s aim is bigger than closing NATO’s 'open door' to Ukraine and taking more territory — he wants to evict the United States from Europe,"" writes Fiona Hill, who served as national intelligence officer for Russia and Eurasia.http"
8042,2022-01-24 12:00:17+00:00,"For an exhausted group of mothers in Boston, the pandemic had been so draining that they just wanted to scream. So they did. http http"
8043,2022-01-24 11:40:07+00:00,"The 13 million residents of Xi’an are now allowed to travel in and out of the city, the authorities in China said, ending a 32-day lockdown that raised questions about the country’s harsh zero-Covid policy.
http"
8044,2022-01-24 11:30:11+00:00,"Thierry Mugler, the genre-busting French designer who dominated European runways in the late 1980s and early ’90s, died on Sunday at 73. He was one of the main architects of an aesthetic that married S&amp;M and high fashion. http http"
8045,2022-01-24 11:15:06+00:00,"While most Germans back a planned Covid vaccine mandate, organized resistance to the proposal has forged an alliance of strange bedfellows that stretches across the political spectrum, attracting naturalists, neo-Nazis and ordinary citizens alike.
http"
8046,2022-01-24 11:06:03+00:00,"Breaking News: The WikiLeaks founder Julian Assange can appeal a decision to allow his extradition to the U.S. to face charges under the Espionage Act in connection with obtaining and publishing secret government documents, a British court ruled.
http"
8047,2022-01-24 11:00:15+00:00,"Ukraine has a plan to defend an invasion of Chernobyl, one of the most radioactive places on earth. “We don’t know what will kill us first, the virus, radiation or war,” said a resident with a shrug. http"
8048,2022-01-24 10:45:06+00:00,"As Covid infections from the Omicron variant surge around the world, the shortage of health workers is a concern just about everywhere. Pay incentives and immigration fast-tracks are leading many to leave countries whose health systems urgently need them. http"
8049,2022-01-24 10:30:07+00:00,"The French adventurer Jean-Jacques Savin, 75, disappeared while trying to row solo across the Atlantic. He activated distress beacons on Thursday and Friday, his team said. On Saturday, the Portuguese Navy found his boat, but not his body, near the Azores. http"
8050,2022-01-24 10:00:11+00:00,"95 million years ago, an unusual crab flitted with unusual grace around the tropical waters of what is now Colombia. The quarter-size species looked a bit like a spider and had a large set of eyes. http"
8051,2022-01-24 09:30:06+00:00,What's the best time of day to exercise? A new study in mice suggests that a morning workout has very different effects on metabolism than the same workout later in the day. http
8052,2022-01-24 09:00:07+00:00,"At the edge of a vast region devoid of gas and dust, scientists find an explanation for “how all nearby star formation began.”http"
8053,2022-01-24 08:30:04+00:00,"In Opinion

""Ann Coulter has a gift for pushing just the right buttons to inflict maximum irritation,"" writes Michelle Cottle. ""Which makes Coulter’s recent attacks on the former president — her onetime political idol — at once delectable and illuminating.""http"
8054,2022-01-24 08:15:05+00:00,"""What in tennis can be counted on anymore? Nothing,"" our sports columnist Kurt Streeter writes. http"
8055,2022-01-24 08:00:07+00:00,"""When we were looking in the back of this whale's mouth, there was this space that was just plugged with tissue, and we thought, 'That doesn’t make sense. That's where food has to travel through — why is it being blocked off like that?'"" http"
8056,2022-01-24 07:00:12+00:00,"""When he received these pictures from you, you gave him some property rights in them and not others. You retained a reasonable expectation of privacy."" This week, the Ethicist advises on the dilemma of asking an ex to delete your nudes. http"
8057,2022-01-24 06:30:07+00:00,"Benedict Cumberbatch and Kodi Smit-McPhee share an intimate moment in this scene from “The Power of the Dog,” narrated by Jane Campion.
http"
8058,2022-01-24 06:00:08+00:00,"In the doomsday smash  “Don’t Look Up” and Bo Burnham’s pandemic musical “Inside,” themes of climate change, digital distraction and inequality merge and hit home. http"
8059,2022-01-24 05:20:02+00:00,"The American Taylor Fritz has reached the fourth round of a Grand Slam tournament for the first time in his career. The win was an emotional one for Fritz: “I’m a very confident person, and I put a ton of pressure on myself to be better,” he said. http"
8060,2022-01-24 05:00:04+00:00,"At 90, Michel Butros al-Jisri, one of the last Christians in the Syrian city of Idlib, is a relic of a once-vibrant community now teetering on the brink of extinction because of war and persecution. http"
8061,2022-01-24 04:20:03+00:00,"Inside or outside? Our restaurant critics, Tejal Rao and Pete Wells, have a conversation about the safety and comfort of indoor dining. http"
8062,2022-01-24 04:00:13+00:00,"Timothy Heaphy, the top staff investigator on the House committee investigating the Jan. 6 attack on the Capitol, has been fired by the state’s new Republican attorney general from his position as the top lawyer for the University of Virginia. http"
8063,2022-01-24 03:45:04+00:00,"In large cities and rural towns, the Omicron variant has workers calling in sick with Covid-19. But in the small towns, it is often hard to find a Plan B. http"
8064,2022-01-24 03:30:06+00:00,"The Crystal Symphony left Miami on Jan. 8 for a two-week cruise. On the way back, things took an unexpected turn.

Mid-trip, a U.S. judge ordered the cruise ship seized over a lawsuit regarding unpaid fuel bills. http"
8065,2022-01-24 03:15:05+00:00,"President Biden is considering deploying several thousand U.S. troops, as well as warships and aircraft, to NATO allies in the Baltics and Eastern Europe amid fears of a Russian incursion into Ukraine. http"
8066,2022-01-24 03:09:47+00:00,"The Chiefs outlasted the Bills in overtime of their NFL playoff game, and a field goal lifted the Rams over the Buccaneers, capping a weekend of dramatic endings. http"
8067,2022-01-24 03:00:10+00:00,"The State Department ordered family members of U.S. Embassy personnel in Kyiv, Ukraine, to leave the country amid increasing concerns about a possible Russian invasion. http"
8068,2022-01-24 02:26:06+00:00,"Thierry Mugler, the genre-busting French designer who dominated European runways in the late 1980s and early 1990s, died. He was 73. http"
8069,2022-01-24 02:15:03+00:00,What is ‘love bombing’? http
8070,2022-01-24 02:00:12+00:00,"The cooks at @user spent hours searing, braising, steaming, and sautéing to find a Dutch oven that can turn out savory stews, tender meats and crusty breads for years to come. http"
8071,2022-01-24 01:40:01+00:00,Modern Love: Entering marriage as your mother leaves it can create an emotional disconnect. http
8072,2022-01-24 01:30:06+00:00,"A reader isn’t sure how to talk to his children about his brother-in-law, who is serving a life sentence for a violent crime.

http"
8073,2022-01-24 01:15:03+00:00,"Thirty years after a Sundance panel helped ignite the New Queer Cinema movement, a look back at the artists and films whose work inspired the term. http"
8074,2022-01-24 01:00:07+00:00,Some of the most exciting places to eat in the country right now are from first-time restaurateurs opening in the suburbs.  http
8075,2022-01-24 00:50:06+00:00,"The price of fast food in the U.S. rose 8% last year, the biggest jump in more than 20 years, according to government data. As wages and the cost of ingredients rise, restaurants are quietly bumping prices. http"
8076,2022-01-24 00:40:07+00:00,"The most advanced science in the triathlon world can be found in Norway, where athletes embrace the data found in heat sensors, oxygen measuring masks and their feces. http"
8077,2022-01-24 00:30:04+00:00,"Omicron now accounts for more than 99.5 percent of new infections in the United States, according to estimates from the CDC. Scientists have been working overtime to study this variant. Here's what they've learned so far. http"
8078,2022-01-24 00:14:06+00:00,"“The Gilded Age,” an opulent period drama from the “Downton Abbey” creator Julian Fellowes, is finally coming to TV after a decade of development. http"
8079,2022-01-24 00:00:06+00:00,"“I don’t surprise myself typing. But I do all the time writing by hand.”

Two New York Times journalists who draft stories by hand sing the praises of pen and paper. http"
8080,2022-01-23 23:40:04+00:00,"Stocks and bonds are core investments. Now, Vanguard is suggesting that retirees willing and able to bear the risk may want a stock target of 50 percent. http"
8081,2022-01-23 23:30:07+00:00,"The landlord’s primary responsibility is to run the pub and to maintain roughly 50 acres of grass, rock and sand. The new pub operator will also be declared King of Piel Island in keeping with the custom of the island, a councilor said.http"
8082,2022-01-23 23:15:01+00:00,"You might’ve seen Jon Bernthal in “The Unforgivable,” “The Many Saints of Newark” and perhaps most memorably as the mustachioed tennis coach in “King Richard.” Becoming such an in-demand supporting actor meant years of rejection.
http"
8083,2022-01-23 23:07:03+00:00,"André Leon Talley knew more about designers’ references than the designers. ""Knew that the gilt on the top of the Invalides where Napoleon was buried was real gold leaf and the name of Marie Antoinette’s hairdresser,"" writes our chief fashion critic. http"
8084,2022-01-23 23:00:16+00:00,"Whether you have 10 minutes or an hour, @user has a recipe you can pull off for a delicious dinner any night of the week. http http"
8085,2022-01-23 22:40:04+00:00,"New coronavirus cases have started to fall nationally, signaling that the Omicron-fueled spike that has infected tens of millions of Americans and packed hospitals has finally begun to relent. But the threat has by no means passed. http"
8086,2022-01-23 22:30:04+00:00,A U.S.-backed militia that has waged four days of deadly battles to dislodge ISIS fighters laying siege to a prison in Syria warned on Sunday that the jihadists were using more than 600 boys detained in the complex as “human shields.” http
8087,2022-01-23 22:20:04+00:00,It’s unlikely anyone alive has made more clowns cry than Philippe Gaulier. Meet the master teacher who helped Sacha Baron Cohen understand how to be funny. http
8088,2022-01-23 22:10:06+00:00,"John Stockton, one of the most celebrated basketball players in history, is barred from attending games at his alma mater, Gonzaga University, because he refused to comply with the school’s mask mandate. His season tickets were revoked. http"
8089,2022-01-23 22:00:02+00:00,"90 years after its closure, a former New York Times printing plant now provides space for a new generation of journalists. The site is now the home of two public schools.
http"
8090,2022-01-23 21:53:05+00:00,The Los Angeles Rams have a 20-3 lead against the Tampa Bay Buccaneers at the half. The Buccaneers look nothing like the team that cruised past the Philadelphia Eagles in the first round of the playoffs. http
8091,2022-01-23 21:45:03+00:00,"The discovery that vaccinated people could spread the Delta variant threw President Biden's vaccine-centric strategy off course. It was a ""heart sink"" moment, Dr. Rochelle Walensky, the director of the CDC, recalled.   http"
8092,2022-01-23 21:30:04+00:00,"Julian Fellowes chased his new series, “The Gilded Age,” for a decade. Call it his white whale. ""Beginning Monday on HBO, you can watch it drag him and a large, talented cast beneath the waves,"" @user writes.
http"
8093,2022-01-23 21:15:04+00:00,Marshawn Lynch has always had a way with words. It has turned him into a trusted adviser to NFL and college football players who want to use their “wittys to get up out that siti.” http
8094,2022-01-23 21:00:07+00:00,"A YouTube video from December shows Trevor Jacob cursing in panic before leaping with a parachute out of a small plane, but some experts wonder if the crash was a publicity stunt. http"
8095,2022-01-23 20:53:13+00:00,Two New York City officers were shot inside a Harlem apartment while responding to a domestic disturbance call. The shootings were a grim reminder of the potential for deadly violence behind even seemingly mundane calls.   http
8096,2022-01-23 20:40:04+00:00,"Mr. Big wasn’t the only one. 

http"
8097,2022-01-23 20:30:05+00:00,Did you follow the news last week? Take our quiz to see how well you stack up with other Times readers. http
8098,2022-01-23 20:15:08+00:00,"A Michigan school superintendent debunked a rumor that students who identify as furries used litter boxes in school bathrooms. “It is unconscionable that this afternoon I am sending this communication,” the superintendent wrote in an email to parents. http"
8099,2022-01-23 20:00:09+00:00,"Much like its author, this recipe is a no-fuss classic. It yields an incredibly rich and gooey brownie, and it's super easy to make. http http"
8100,2022-01-23 19:40:03+00:00,"“We’re living in such a vulgar age!,” the unfiltered fashion editor André Leon Talley once said. Here are highlights from three decades of his life inside — and, later, far outside — the fashion system. http"
8101,2022-01-23 19:30:02+00:00,The French adventurer Jean-Jacques Savin was found dead in his boat on Saturday after it overturned near the Azores as he was attempting to row solo across the Atlantic. He began his journey from southern Portugal on Jan. 2. http
8102,2022-01-23 19:15:03+00:00,"Over the past 17 months, our reporter made several trips to a village northwest of Beijing. He was curious whether one of the Olympic venues there would be ready for the Games. Here’s what he saw: http"
8103,2022-01-23 19:00:10+00:00,"Wuhan, the Chinese city where Covid-19 first emerged in late 2019, began the world’s first coronavirus lockdown two years ago on Sunday. Like last year, there has been no official fanfare to mark the lockdown’s anniversary. http"
8104,2022-01-23 18:40:03+00:00,"Americans have started to receive free coronavirus tests from the U.S. government in the mail after it began accepting orders on Tuesday.
http"
8105,2022-01-23 18:30:04+00:00,"One Greek woman was suffocated, her body found next to her baby. Another was pushed off a cliff. Yet another was stabbed 23 times. A string of horrific killings has pushed domestic violence into the spotlight in Greece. http"
